year,source,geo_type,name,Total,White,Black,Hispanic,state_fips,county_fips,place_fips
2019,acs5,place,"Pleasant Valley city, Missouri",3003,2464,60,356,29,,58520
2019,acs5,place,"Plevna CDP, Missouri",5,5,0,0,29,,58574
2019,acs5,place,"Pocahontas town, Missouri",54,53,0,1,29,,58628
2019,acs5,place,"Pollock village, Missouri",52,48,0,0,29,,58898
2019,acs5,place,"Polo city, Missouri",489,446,0,32,29,,58916
2019,acs5,place,"Pomona CDP, Missouri",369,369,0,0,29,,58934
2019,acs5,place,"Pontiac CDP, Missouri",232,91,0,112,29,,59060
2019,acs5,place,"Poplar Bluff city, Missouri",17023,13708,1861,659,29,,59096
2019,acs5,place,"Portage Des Sioux city, Missouri",381,362,0,15,29,,59150
2019,acs5,place,"Portageville city, Missouri",3011,2192,689,0,29,,59186
2019,acs5,place,"Potosi city, Missouri",2608,2452,43,34,29,,59330
2019,acs5,place,"Powersville village, Missouri",28,28,0,0,29,,59420
2019,acs5,place,"Prairie Home city, Missouri",237,227,0,6,29,,59726
2019,acs5,place,"Prathersville village, Missouri",145,140,0,1,29,,59816
2019,acs5,place,"Preston village, Missouri",370,331,0,33,29,,59870
2019,acs5,place,"Princeton city, Missouri",1142,1035,11,51,29,,59942
2019,acs5,place,"Purcell city, Missouri",423,394,0,0,29,,60140
2019,acs5,place,"Purdin city, Missouri",105,104,0,1,29,,60158
2019,acs5,place,"Purdy city, Missouri",1276,598,0,580,29,,60176
2019,acs5,place,"Puxico city, Missouri",986,970,1,8,29,,60284
2019,acs5,place,"Queen City city, Missouri",697,675,10,0,29,,60356
2019,acs5,place,"Quitman CDP, Missouri",15,15,0,0,29,,60410
2019,acs5,place,"Qulin city, Missouri",734,672,13,34,29,,60428
2019,acs5,place,"Randolph village, Missouri",24,22,2,0,29,,60590
2019,acs5,place,"Ravanna CDP, Missouri",100,100,0,0,29,,60644
2019,acs5,place,"Ravenwood town, Missouri",423,387,5,20,29,,60716
2019,acs5,place,"Raymondville town, Missouri",612,597,0,4,29,,60734
2019,acs5,place,"Raymore city, Missouri",21196,17129,2193,996,29,,60752
2019,acs5,place,"Raytown city, Missouri",29264,16317,9481,1909,29,,60788
2019,acs5,place,"Rayville CDP, Missouri",282,282,0,0,29,,60824
2019,acs5,place,"Rea city, Missouri",39,39,0,0,29,,60842
2019,acs5,place,"Redings Mill village, Missouri",120,112,1,7,29,,60986
2019,acs5,place,"Reeds Spring city, Missouri",1266,1135,0,50,29,,61112
2019,acs5,place,"Reeds town, Missouri",99,96,0,0,29,,61094
2019,acs5,place,"Renick village, Missouri",164,155,1,8,29,,61166
2019,acs5,place,"Rensselaer village, Missouri",278,273,0,5,29,,61184
2019,acs5,place,"Republic city, Missouri",16247,14919,155,318,29,,61238
2019,acs5,place,"Revere town, Missouri",53,53,0,0,29,,61292
2019,acs5,place,"Rhineland town, Missouri",135,135,0,0,29,,61328
2019,acs5,place,"Rich Hill city, Missouri",1500,1391,15,11,29,,61418
2019,acs5,place,"Richards town, Missouri",151,151,0,0,29,,61364
2019,acs5,place,"Richland city, Missouri",1797,1536,17,184,29,,61562
2019,acs5,place,"Richmond Heights city, Missouri",8500,6640,873,317,29,,61706
2019,acs5,place,"Richmond city, Missouri",5628,5043,191,264,29,,61670
2019,acs5,place,"Ridgely village, Missouri",103,102,0,1,29,,61886
2019,acs5,place,"Ridgeway city, Missouri",398,388,0,1,29,,61904
2019,acs5,place,"Risco city, Missouri",392,384,8,0,29,,61994
2019,acs5,place,"Ritchey town, Missouri",45,41,0,4,29,,62030
2019,acs5,place,"River Bend village, Missouri",10,5,0,2,29,,62056
2019,acs5,place,"Riverside city, Missouri",3342,2408,469,215,29,,62156
2019,acs5,place,"Riverview Estates village, Missouri",71,66,0,2,29,,62210
2019,acs5,place,"Riverview village, Missouri",2863,666,2001,20,29,,62192
2019,acs5,place,"Rives town, Missouri",74,68,0,6,29,,62228
2019,acs5,place,"Rocheport city, Missouri",244,239,2,2,29,,62498
2019,acs5,place,"Rock Hill city, Missouri",4634,3211,1182,196,29,,62660
2019,acs5,place,"Rock Port city, Missouri",1440,1354,5,39,29,,62696
2019,acs5,place,"Rockaway Beach city, Missouri",872,757,0,17,29,,62570
2019,acs5,place,"Rockville city, Missouri",147,139,0,8,29,,62786
2019,acs5,place,"Rogersville city, Missouri",3697,3359,0,221,29,,62894
2019,acs5,place,"Rolla city, Missouri",20169,17086,716,526,29,,62912
2019,acs5,place,"Roscoe village, Missouri",99,99,0,0,29,,63074
2019,acs5,place,"Rosebud city, Missouri",519,502,0,9,29,,63110
2019,acs5,place,"Rosendale city, Missouri",111,111,0,0,29,,63200
2019,acs5,place,"Rothville village, Missouri",93,86,0,7,29,,63236
2019,acs5,place,"Rush Hill village, Missouri",184,184,0,0,29,,63560
2019,acs5,place,"Rushville village, Missouri",283,265,0,9,29,,63596
2019,acs5,place,"Russellville city, Missouri",793,762,0,6,29,,63704
2019,acs5,place,"Rutledge town, Missouri",53,51,0,0,29,,63776
2019,acs5,place,"Saddlebrooke village, Missouri",254,222,0,20,29,,63857
2019,acs5,place,"Saginaw village, Missouri",367,315,2,15,29,,63902
2019,acs5,place,"Salem city, Missouri",4935,4650,26,56,29,,65234
2019,acs5,place,"Salisbury city, Missouri",1754,1632,40,20,29,,65450
2019,acs5,place,"Sappington CDP, Missouri",7484,6861,84,233,29,,65954
2019,acs5,place,"Sarcoxie city, Missouri",1682,1608,16,11,29,,65990
2019,acs5,place,"Savannah city, Missouri",5159,5134,16,0,29,,66044
2019,acs5,place,"Schell City city, Missouri",227,227,0,0,29,,66134
2019,acs5,place,"Scotsdale town, Missouri",144,138,0,3,29,,66337
2019,acs5,place,"Scott City city, Missouri",4498,4227,13,166,29,,66368
2019,acs5,place,"Sedalia city, Missouri",21633,17274,1277,2540,29,,66440
2019,acs5,place,"Sedgewickville village, Missouri",160,160,0,0,29,,66476
2019,acs5,place,"Seligman city, Missouri",881,842,0,26,29,,66530
2019,acs5,place,"Senath city, Missouri",1767,1144,8,615,29,,66638
2019,acs5,place,"Seneca city, Missouri",2490,2183,0,50,29,,66674
2019,acs5,place,"Seymour city, Missouri",2022,1797,58,75,29,,66800
2019,acs5,place,"Shelbina city, Missouri",1635,1590,3,9,29,,67178
2019,acs5,place,"Shelbyville city, Missouri",461,449,9,0,29,,67196
2019,acs5,place,"Sheldon city, Missouri",444,440,0,0,29,,67214
2019,acs5,place,"Shell Knob CDP, Missouri",1091,1070,0,10,29,,67232
2019,acs5,place,"Sheridan town, Missouri",212,168,0,19,29,,67358
2019,acs5,place,"Shoal Creek Drive village, Missouri",384,329,0,23,29,,67628
2019,acs5,place,"Shoal Creek Estates village, Missouri",84,75,2,3,29,,67632
2019,acs5,place,"Shrewsbury city, Missouri",6150,5510,263,13,29,,67700
2019,acs5,place,"Sibley village, Missouri",363,360,0,0,29,,67718
2019,acs5,place,"Sikeston city, Missouri",16200,11188,4042,418,29,,67790
2019,acs5,place,"Silex village, Missouri",68,65,0,3,29,,67808
2019,acs5,place,"Skidmore city, Missouri",189,183,2,2,29,,68132
2019,acs5,place,"Slater city, Missouri",2057,1704,109,42,29,,68204
2019,acs5,place,"Smithton city, Missouri",508,459,14,32,29,,68384
2019,acs5,place,"Smithville city, Missouri",9884,8882,37,104,29,,68420
2019,acs5,place,"South Fork CDP, Missouri",51,51,0,0,29,,68762
2019,acs5,place,"South Gifford village, Missouri",65,56,0,8,29,,68852
2019,acs5,place,"South Gorin town, Missouri",68,68,0,0,29,,68870
2019,acs5,place,"South Greenfield village, Missouri",74,73,0,0,29,,68888
2019,acs5,place,"South Lineville town, Missouri",5,5,0,0,29,,68942
2019,acs5,place,"Southwest City town, Missouri",1056,376,0,595,29,,69230
2019,acs5,place,"Spanish Lake CDP, Missouri",17485,2907,13804,216,29,,69266
2019,acs5,place,"Sparta city, Missouri",1612,1529,0,70,29,,69302
2019,acs5,place,"Spickard city, Missouri",238,210,0,0,29,,69464
2019,acs5,place,"Spokane CDP, Missouri",33,33,0,0,29,,69518
2019,acs5,place,"Springfield city, Missouri",167051,142544,7100,7210,29,,70000
2019,acs5,place,"St. Ann city, Missouri",12744,7381,3945,628,29,,63956
2019,acs5,place,"St. Charles city, Missouri",70171,56991,4658,3685,29,,64082
2019,acs5,place,"St. Clair city, Missouri",4718,4460,30,46,29,,64136
2019,acs5,place,"St. Clement CDP, Missouri",150,150,0,0,29,,64154
2019,acs5,place,"St. Cloud village, Missouri",48,48,0,0,29,,64172
2019,acs5,place,"St. Elizabeth village, Missouri",378,346,6,11,29,,64190
2019,acs5,place,"St. Francisville CDP, Missouri",274,231,0,0,29,,64244
2019,acs5,place,"St. George CDP, Missouri",2058,1991,0,67,29,,64370
2019,acs5,place,"St. James city, Missouri",4076,3696,25,207,29,,64424
2019,acs5,place,"St. John city, Missouri",6396,3976,1580,422,29,,64478
2019,acs5,place,"St. Joseph city, Missouri",75913,61953,4466,5521,29,,64550
2019,acs5,place,"St. Louis city, Missouri",308174,134491,142471,12399,29,,65000
2019,acs5,place,"St. Martins city, Missouri",1159,1111,0,12,29,,65018
2019,acs5,place,"St. Mary city, Missouri",370,348,0,4,29,,65034
2019,acs5,place,"St. Paul city, Missouri",2295,2198,32,17,29,,65108
2019,acs5,place,"St. Peters city, Missouri",57273,49614,3077,1717,29,,65126
2019,acs5,place,"St. Robert city, Missouri",6122,3487,1017,827,29,,65144
2019,acs5,place,"St. Thomas town, Missouri",243,222,1,0,29,,65162
2019,acs5,place,"Stanberry city, Missouri",1239,1214,0,14,29,,70270
2019,acs5,place,"Stark City town, Missouri",119,79,0,29,29,,70414
2019,acs5,place,"Ste. Genevieve city, Missouri",4418,3850,350,34,29,,64180
2019,acs5,place,"Steele city, Missouri",1976,1322,548,5,29,,70558
2019,acs5,place,"Steelville city, Missouri",1728,1600,28,57,29,,70576
2019,acs5,place,"Stella town, Missouri",153,134,0,2,29,,70648
2019,acs5,place,"Stewartsville city, Missouri",733,699,16,7,29,,70738
2019,acs5,place,"Stockton city, Missouri",1836,1781,3,31,29,,70828
2019,acs5,place,"Stotesbury town, Missouri",8,8,0,0,29,,70954
2019,acs5,place,"Stotts City city, Missouri",137,125,0,0,29,,70990
2019,acs5,place,"Stoutland city, Missouri",234,211,2,11,29,,71008
2019,acs5,place,"Stoutsville village, Missouri",33,33,0,0,29,,71026
2019,acs5,place,"Stover city, Missouri",1176,1126,2,12,29,,71044
2019,acs5,place,"Strafford city, Missouri",2100,1868,8,34,29,,71062
2019,acs5,place,"Strasburg city, Missouri",144,144,0,0,29,,71098
2019,acs5,place,"Sturgeon city, Missouri",990,968,4,1,29,,71224
2019,acs5,place,"Sugar Creek city, Missouri",3290,2965,20,148,29,,71368
2019,acs5,place,"Sullivan city, Missouri",6564,6094,59,315,29,,71440
2019,acs5,place,"Summersville city, Missouri",515,467,41,0,29,,71512
2019,acs5,place,"Sumner town, Missouri",131,129,0,0,29,,71620
2019,acs5,place,"Sundown CDP, Missouri",48,48,0,0,29,,71628
2019,acs5,place,"Sunrise Beach village, Missouri",487,412,8,63,29,,71728
2019,acs5,place,"Sunset Hills city, Missouri",8472,7970,82,182,29,,71746
2019,acs5,place,"Sweet Springs city, Missouri",1399,1310,6,18,29,,71890
2019,acs5,place,"Sycamore Hills village, Missouri",728,421,241,0,29,,72034
2019,acs5,place,"Syracuse city, Missouri",123,120,0,0,29,,72106
2019,acs5,place,"Tallapoosa city, Missouri",96,92,0,4,29,,72196
2019,acs5,place,"Taneyville village, Missouri",292,275,0,0,29,,72232
2019,acs5,place,"Taos city, Missouri",1349,1313,14,7,29,,72304
2019,acs5,place,"Tarkio city, Missouri",1508,1452,11,24,29,,72340
2019,acs5,place,"Tarrants village, Missouri",0,0,0,0,29,,72376
2019,acs5,place,"Terre du Lac CDP, Missouri",2662,2598,0,54,29,,72772
2019,acs5,place,"Thayer city, Missouri",2355,2186,0,43,29,,72826
2019,acs5,place,"Theodosia village, Missouri",164,162,0,0,29,,72898
2019,acs5,place,"Thomasville CDP, Missouri",0,0,0,0,29,,73006
2019,acs5,place,"Three Creeks village, Missouri",4,4,0,0,29,,73127
2019,acs5,place,"Tightwad village, Missouri",74,74,0,0,29,,73240
2019,acs5,place,"Tina village, Missouri",303,303,0,0,29,,73330
2019,acs5,place,"Tindall town, Missouri",61,61,0,0,29,,73348
2019,acs5,place,"Tipton city, Missouri",3372,2841,361,135,29,,73420
2019,acs5,place,"Town and Country city, Missouri",11077,9267,142,179,29,,73618
2019,acs5,place,"Tracy city, Missouri",235,221,3,7,29,,73690
2019,acs5,place,"Trenton city, Missouri",5770,5330,28,205,29,,73816
2019,acs5,place,"Trimble city, Missouri",616,591,0,14,29,,73852
2019,acs5,place,"Triplett city, Missouri",9,9,0,0,29,,73870
2019,acs5,place,"Troy city, Missouri",12079,10813,273,623,29,,73942
2019,acs5,place,"Truesdale city, Missouri",735,595,37,61,29,,73978
2019,acs5,place,"Truxton village, Missouri",141,141,0,0,29,,74014
2019,acs5,place,"Turney village, Missouri",255,230,2,12,29,,74176
2019,acs5,place,"Tuscumbia town, Missouri",168,124,30,7,29,,74194
2019,acs5,place,"Twin Oaks village, Missouri",374,370,0,0,29,,74284
2019,acs5,place,"Umber View Heights village, Missouri",55,49,0,0,29,,74473
2019,acs5,place,"Union Star town, Missouri",448,424,0,20,29,,75130
2019,acs5,place,"Union city, Missouri",11475,10947,86,210,29,,74626
2019,acs5,place,"Unionville city, Missouri",1813,1783,5,11,29,,75166
2019,acs5,place,"Unity Village village, Missouri",90,73,10,4,29,,75202
2019,acs5,place,"University City city, Missouri",34498,18415,12286,920,29,,75220
2019,acs5,place,"Uplands Park village, Missouri",386,10,365,0,29,,75238
2019,acs5,place,"Urbana city, Missouri",361,328,0,4,29,,75310
2019,acs5,place,"Urich city, Missouri",573,536,0,7,29,,75346
2019,acs5,place,"Utica village, Missouri",164,152,0,12,29,,75364
2019,acs5,place,"Valley Park city, Missouri",6799,6052,243,140,29,,75472
2019,acs5,place,"Van Buren town, Missouri",897,897,0,0,29,,75580
2019,acs5,place,"Vandalia city, Missouri",4149,3331,518,43,29,,75688
2019,acs5,place,"Vandiver village, Missouri",85,84,0,0,29,,75706
2019,acs5,place,"Vanduser village, Missouri",168,142,15,0,29,,75724
2019,acs5,place,"Velda City city, Missouri",1404,58,1322,20,29,,75796
2019,acs5,place,"Velda Village Hills city, Missouri",876,0,869,4,29,,75814
2019,acs5,place,"Verona town, Missouri",647,522,0,112,29,,75886
2019,acs5,place,"Versailles city, Missouri",2961,2434,83,324,29,,75922
2019,acs5,place,"Viburnum city, Missouri",762,728,0,0,29,,76012
2019,acs5,place,"Vienna city, Missouri",738,712,26,0,29,,76102
2019,acs5,place,"Villa Ridge CDP, Missouri",2603,2531,55,0,29,,76192
2019,acs5,place,"Village of Four Seasons village, Missouri",2371,2340,6,7,29,,76157
2019,acs5,place,"Vinita Park city, Missouri",1619,572,957,24,29,,76246
2019,acs5,place,"Vista village, Missouri",47,47,0,0,29,,76390
2019,acs5,place,"Waco city, Missouri",67,63,0,0,29,,76444
2019,acs5,place,"Walker city, Missouri",282,255,0,24,29,,76660
2019,acs5,place,"Walnut Grove city, Missouri",615,593,0,9,29,,76840
2019,acs5,place,"Wardell town, Missouri",295,290,4,0,29,,76966
2019,acs5,place,"Wardsville village, Missouri",1878,1829,0,21,29,,77002
2019,acs5,place,"Warrensburg city, Missouri",20139,16323,1361,960,29,,77092
2019,acs5,place,"Warrenton city, Missouri",8226,7525,75,360,29,,77128
2019,acs5,place,"Warsaw city, Missouri",2683,2391,25,91,29,,77146
2019,acs5,place,"Warson Woods city, Missouri",2046,1935,15,11,29,,77182
2019,acs5,place,"Washburn city, Missouri",456,403,2,24,29,,77200
2019,acs5,place,"Washington city, Missouri",14014,13304,8,87,29,,77416
2019,acs5,place,"Wasola CDP, Missouri",177,177,0,0,29,,77794
2019,acs5,place,"Watson village, Missouri",46,46,0,0,29,,77848
2019,acs5,place,"Waverly city, Missouri",823,728,13,77,29,,77866
2019,acs5,place,"Wayland city, Missouri",595,576,19,0,29,,77920
2019,acs5,place,"Waynesville city, Missouri",5257,3905,627,291,29,,77992
2019,acs5,place,"Weatherby Lake city, Missouri",2088,1915,17,77,29,,78046
2019,acs5,place,"Weatherby town, Missouri",71,65,0,0,29,,78028
2019,acs5,place,"Weaubleau city, Missouri",596,530,0,16,29,,78064
2019,acs5,place,"Webb City city, Missouri",11721,10304,264,501,29,,78118
2019,acs5,place,"Webster Groves city, Missouri",22951,20809,940,548,29,,78154
2019,acs5,place,"Weingarten CDP, Missouri",89,89,0,0,29,,78226
2019,acs5,place,"Weldon Spring Heights town, Missouri",99,94,0,1,29,,78334
2019,acs5,place,"Weldon Spring city, Missouri",5531,5189,165,72,29,,78314
2019,acs5,place,"Wellington city, Missouri",774,663,28,73,29,,78352
2019,acs5,place,"Wellston city, Missouri",1932,64,1809,6,29,,78370
2019,acs5,place,"Wellsville city, Missouri",1186,1083,26,58,29,,78406
2019,acs5,place,"Wentworth village, Missouri",134,134,0,0,29,,78424
2019,acs5,place,"Wentzville city, Missouri",38841,34895,1843,785,29,,78442
2019,acs5,place,"West Alton city, Missouri",388,379,0,0,29,,78514
2019,acs5,place,"West Line village, Missouri",130,95,0,0,29,,78838
2019,acs5,place,"West Plains city, Missouri",12233,11661,19,193,29,,78928
2019,acs5,place,"West Sullivan town, Missouri",226,204,0,14,29,,79000
2019,acs5,place,"Westboro city, Missouri",103,102,0,0,29,,78622
2019,acs5,place,"Weston city, Missouri",1728,1629,28,30,29,,78856
2019,acs5,place,"Westphalia city, Missouri",345,339,4,2,29,,78910
2019,acs5,place,"Westwood village, Missouri",310,241,24,27,29,,79054
2019,acs5,place,"Wheatland city, Missouri",341,312,0,0,29,,79090
2019,acs5,place,"Wheaton city, Missouri",581,560,0,0,29,,79126
2019,acs5,place,"Wheeling city, Missouri",273,263,0,7,29,,79180
2019,acs5,place,"Whiteman AFB CDP, Missouri",4169,3152,421,404,29,,79432
2019,acs5,place,"Whiteside village, Missouri",70,65,0,0,29,,79558
2019,acs5,place,"Whitewater town, Missouri",107,93,1,0,29,,79612
2019,acs5,place,"Wilbur Park village, Missouri",482,476,0,3,29,,79756
2019,acs5,place,"Wildwood city, Missouri",35459,31108,695,859,29,,79820
2019,acs5,place,"Willard city, Missouri",5519,5135,75,204,29,,79882
2019,acs5,place,"Williamsville city, Missouri",445,418,1,13,29,,80026
2019,acs5,place,"Willow Springs city, Missouri",2225,2129,0,22,29,,80098
2019,acs5,place,"Wilson City village, Missouri",33,2,31,0,29,,80260
2019,acs5,place,"Winchester city, Missouri",1368,1203,29,44,29,,80314
2019,acs5,place,"Windsor Place village, Missouri",339,312,6,11,29,,80380
2019,acs5,place,"Windsor city, Missouri",2937,2694,20,24,29,,80350
2019,acs5,place,"Winfield city, Missouri",1288,1112,7,111,29,,80422
2019,acs5,place,"Winigan CDP, Missouri",30,18,0,0,29,,80440
2019,acs5,place,"Winona city, Missouri",1284,1133,0,30,29,,80512
2019,acs5,place,"Winston village, Missouri",214,203,1,4,29,,80548
2019,acs5,place,"Wood Heights city, Missouri",672,636,13,4,29,,80767
2019,acs5,place,"Woodson Terrace city, Missouri",4052,1924,1328,612,29,,80962
2019,acs5,place,"Wooldridge village, Missouri",27,26,0,0,29,,81016
2019,acs5,place,"Worth village, Missouri",64,64,0,0,29,,81070
2019,acs5,place,"Wortham CDP, Missouri",246,246,0,0,29,,81088
2019,acs5,place,"Worthington village, Missouri",183,183,0,0,29,,81106
2019,acs5,place,"Wright City city, Missouri",3810,2795,231,545,29,,81124
2019,acs5,place,"Wyaconda city, Missouri",139,139,0,0,29,,81142
2019,acs5,place,"Wyatt city, Missouri",301,283,18,0,29,,81178
2019,acs5,place,"Zalma CDP, Missouri",93,74,0,0,29,,81430
2019,acs1,state,Missouri,6137428,4854400,697316,264334,29,,
2020,acs5,county,"Adair County, Missouri",25468,22696,942,646,29,001,
2020,acs5,county,"Andrew County, Missouri",17554,16541,187,446,29,003,
2020,acs5,county,"Atchison County, Missouri",5180,4989,21,76,29,005,
2020,acs5,county,"Audrain County, Missouri",25336,22141,1394,806,29,007,
2020,acs5,county,"Barry County, Missouri",35615,30050,80,3342,29,009,
2020,acs5,county,"Barton County, Missouri",11732,10778,20,327,29,011,
2020,acs5,county,"Bates County, Missouri",16282,15214,298,390,29,013,
2020,acs5,county,"Benton County, Missouri",19305,18238,80,401,29,015,
2020,acs5,county,"Bollinger County, Missouri",12181,11636,68,170,29,017,
2020,acs5,county,"Boone County, Missouri",179704,140869,15910,6233,29,019,
2020,acs5,county,"Buchanan County, Missouri",87904,72663,4162,5744,29,021,
2020,acs5,county,"Butler County, Missouri",42570,37609,2119,926,29,023,
2020,acs5,county,"Caldwell County, Missouri",9052,8525,57,217,29,025,
2020,acs5,county,"Callaway County, Missouri",44944,40287,1880,956,29,027,
2020,acs5,county,"Camden County, Missouri",45823,43080,363,1291,29,029,
2020,acs5,county,"Cape Girardeau County, Missouri",78834,67480,5728,1889,29,031,
2020,acs5,county,"Carroll County, Missouri",8723,8236,64,145,29,033,
2020,acs5,county,"Carter County, Missouri",6085,5732,5,305,29,035,
2020,acs5,county,"Cass County, Missouri",104687,91451,4254,4800,29,037,
2020,acs5,county,"Cedar County, Missouri",14144,13363,17,319,29,039,
2020,acs5,county,"Chariton County, Missouri",7449,7029,159,70,29,041,
2020,acs5,county,"Christian County, Missouri",87324,80998,650,2735,29,043,
2020,acs5,county,"Clark County, Missouri",6783,6544,19,53,29,045,
2020,acs5,county,"Clay County, Missouri",246480,198055,14746,17175,29,047,
2020,acs5,county,"Clinton County, Missouri",20503,19165,293,467,29,049,
2020,acs5,county,"Cole County, Missouri",76630,62316,9056,2192,29,051,
2020,acs5,county,"Cooper County, Missouri",17522,15401,1002,347,29,053,
2020,acs5,county,"Crawford County, Missouri",23984,22747,138,497,29,055,
2020,acs5,county,"Dade County, Missouri",7571,7076,32,167,29,057,
2020,acs5,county,"Dallas County, Missouri",16841,15893,5,357,29,059,
2020,acs5,county,"Daviess County, Missouri",8294,7943,51,136,29,061,
2020,acs5,county,"DeKalb County, Missouri",11872,10127,1055,310,29,063,
2020,acs5,county,"Dent County, Missouri",15518,14480,72,276,29,065,
2020,acs5,county,"Douglas County, Missouri",13335,12638,54,286,29,067,
2020,acs5,county,"Dunklin County, Missouri",29657,23501,3035,2005,29,069,
2020,acs5,county,"Franklin County, Missouri",103629,97965,761,1843,29,071,
2020,acs5,county,"Gasconade County, Missouri",14673,14039,78,87,29,073,
2020,acs5,county,"Gentry County, Missouri",6576,6298,36,116,29,075,
2020,acs5,county,"Greene County, Missouri",291574,253203,8884,11148,29,077,
2020,acs5,county,"Grundy County, Missouri",9885,9277,23,243,29,079,
2020,acs5,county,"Harrison County, Missouri",8427,7980,68,208,29,081,
2020,acs5,county,"Henry County, Missouri",21854,20419,267,551,29,083,
2020,acs5,county,"Hickory County, Missouri",9452,8946,2,169,29,085,
2020,acs5,county,"Holt County, Missouri",4374,4186,44,45,29,087,
2020,acs5,county,"Howard County, Missouri",10022,8861,564,170,29,089,
2020,acs5,county,"Howell County, Missouri",40130,37763,111,899,29,091,
2020,acs5,county,"Iron County, Missouri",10150,9579,49,181,29,093,
2020,acs5,county,"Jackson County, Missouri",700733,432933,161361,64160,29,095,
2020,acs5,county,"Jasper County, Missouri",120528,100935,2323,9913,29,097,
2020,acs5,county,"Jefferson County, Missouri",224777,208273,1942,4548,29,099,
2020,acs5,county,"Johnson County, Missouri",53948,46003,2080,2514,29,101,
2020,acs5,county,"Knox County, Missouri",3948,3796,21,40,29,103,
2020,acs5,county,"Laclede County, Missouri",35680,32925,197,912,29,105,
2020,acs5,county,"Lafayette County, Missouri",32697,29987,767,1009,29,107,
2020,acs5,county,"Lawrence County, Missouri",38241,33951,122,2911,29,109,
2020,acs5,county,"Lewis County, Missouri",9898,9152,386,92,29,111,
2020,acs5,county,"Lincoln County, Missouri",57590,53519,1210,1459,29,113,
2020,acs5,county,"Linn County, Missouri",12004,11377,72,306,29,115,
2020,acs5,county,"Livingston County, Missouri",14969,13804,401,288,29,117,
2020,acs5,county,"Macon County, Missouri",15154,14130,266,233,29,121,
2020,acs5,county,"Madison County, Missouri",12176,11525,77,289,29,123,
2020,acs5,county,"Maries County, Missouri",8791,8379,27,291,29,125,
2020,acs5,county,"Marion County, Missouri",28572,25674,1243,525,29,127,
2020,acs5,county,"McDonald County, Missouri",22882,16577,428,2626,29,119,
2020,acs5,county,"Mercer County, Missouri",3623,3401,13,95,29,129,
2020,acs5,county,"Miller County, Missouri",25369,24038,135,505,29,131,
2020,acs5,county,"Mississippi County, Missouri",13328,9390,3341,308,29,133,
2020,acs5,county,"Moniteau County, Missouri",15907,14210,577,788,29,135,
2020,acs5,county,"Monroe County, Missouri",8630,7980,277,146,29,137,
2020,acs5,county,"Montgomery County, Missouri",11414,10659,182,244,29,139,
2020,acs5,county,"Morgan County, Missouri",20438,19210,198,472,29,141,
2020,acs5,county,"New Madrid County, Missouri",17275,13675,2715,335,29,143,
2020,acs5,county,"Newton County, Missouri",58288,48824,555,3198,29,145,
2020,acs5,county,"Nodaway County, Missouri",22199,20452,573,392,29,147,
2020,acs5,county,"Oregon County, Missouri",10561,9932,10,196,29,149,
2020,acs5,county,"Osage County, Missouri",13613,13256,26,122,29,151,
2020,acs5,county,"Ozark County, Missouri",9138,8704,8,167,29,153,
2020,acs5,county,"Pemiscot County, Missouri",16330,11129,4364,435,29,155,
2020,acs5,county,"Perry County, Missouri",19227,18264,81,431,29,157,
2020,acs5,county,"Pettis County, Missouri",42421,35800,1270,3758,29,159,
2020,acs5,county,"Phelps County, Missouri",44587,39135,782,1179,29,161,
2020,acs5,county,"Pike County, Missouri",18158,16094,1233,411,29,163,
2020,acs5,county,"Platte County, Missouri",102848,82520,6681,6466,29,165,
2020,acs5,county,"Polk County, Missouri",32031,29863,298,813,29,167,
2020,acs5,county,"Pulaski County, Missouri",52359,36267,5642,5927,29,169,
2020,acs5,county,"Putnam County, Missouri",4746,4542,13,68,29,171,
2020,acs5,county,"Ralls County, Missouri",10258,9661,170,101,29,173,
2020,acs5,county,"Randolph County, Missouri",24769,21813,1450,533,29,175,
2020,acs5,county,"Ray County, Missouri",22900,21321,252,588,29,177,
2020,acs5,county,"Reynolds County, Missouri",6274,5858,82,49,29,179,
2020,acs5,county,"Ripley County, Missouri",13484,12820,90,200,29,181,
2020,acs5,county,"Saline County, Missouri",22932,18242,1158,2428,29,195,
2020,acs5,county,"Schuyler County, Missouri",4550,4407,13,102,29,197,
2020,acs5,county,"Scotland County, Missouri",4923,4787,1,0,29,199,
2020,acs5,county,"Scott County, Missouri",38538,31930,4290,942,29,201,
2020,acs5,county,"Shannon County, Missouri",8207,7693,10,108,29,203,
2020,acs5,county,"Shelby County, Missouri",5975,5664,97,134,29,205,
2020,acs5,county,"St. Charles County, Missouri",398472,345054,17895,13418,29,183,
2020,acs5,county,"St. Clair County, Missouri",9455,8861,58,221,29,185,
2020,acs5,county,"St. Francois County, Missouri",66653,60706,2707,1068,29,187,
2020,acs5,county,"St. Louis County, Missouri",996179,645623,240821,29396,29,189,
2020,acs5,county,"St. Louis city, Missouri",304709,133869,138482,12530,29,510,
2020,acs5,county,"Ste. Genevieve County, Missouri",17887,17087,386,213,29,186,
2020,acs5,county,"Stoddard County, Missouri",29255,27753,395,519,29,207,
2020,acs5,county,"Stone County, Missouri",31875,30155,66,743,29,209,
2020,acs5,county,"Sullivan County, Missouri",6163,4729,188,1129,29,211,
2020,acs5,county,"Taney County, Missouri",55563,49154,1008,3404,29,213,
2020,acs5,county,"Texas County, Missouri",25518,23144,514,560,29,215,
