year,source,geo_type,name,Total,White,Black,Hispanic,state_fips,county_fips,place_fips
2014,acs5,place,"Drexel city, Missouri",962,875,0,40,29,,20134
2014,acs5,place,"Dudley city, Missouri",154,145,0,9,29,,20296
2014,acs5,place,"Duenweg city, Missouri",1083,1012,0,19,29,,20314
2014,acs5,place,"Duquesne village, Missouri",1721,1491,70,66,29,,20512
2014,acs5,place,"Dutchtown village, Missouri",40,40,0,0,29,,20566
2014,acs5,place,"Eagle Rock CDP, Missouri",116,116,0,0,29,,20656
2014,acs5,place,"Eagleville town, Missouri",243,237,0,3,29,,20674
2014,acs5,place,"East Lynne city, Missouri",277,255,0,6,29,,20980
2014,acs5,place,"East Prairie city, Missouri",3191,2789,208,172,29,,21052
2014,acs5,place,"Easton city, Missouri",263,235,0,18,29,,21034
2014,acs5,place,"Edgar Springs city, Missouri",244,244,0,0,29,,21214
2014,acs5,place,"Edgerton city, Missouri",620,593,0,0,29,,21250
2014,acs5,place,"Edina city, Missouri",1142,1083,9,12,29,,21322
2014,acs5,place,"Edinburg CDP, Missouri",93,93,0,0,29,,21340
2014,acs5,place,"Edmundson city, Missouri",951,423,239,189,29,,21376
2014,acs5,place,"El Dorado Springs city, Missouri",3562,3459,2,0,29,,21502
2014,acs5,place,"Eldon city, Missouri",4601,4374,0,95,29,,21484
2014,acs5,place,"Ellington city, Missouri",1089,1061,3,15,29,,21844
2014,acs5,place,"Ellisville city, Missouri",9162,8350,216,326,29,,21898
2014,acs5,place,"Ellsinore city, Missouri",583,571,0,11,29,,21916
2014,acs5,place,"Elmer city, Missouri",68,68,0,0,29,,21988
2014,acs5,place,"Elmira village, Missouri",65,65,0,0,29,,22006
2014,acs5,place,"Elmo city, Missouri",184,160,0,3,29,,22024
2014,acs5,place,"Elsberry city, Missouri",1850,1711,76,60,29,,22114
2014,acs5,place,"Emerald Beach village, Missouri",358,317,0,23,29,,22250
2014,acs5,place,"Eminence city, Missouri",543,534,9,0,29,,22276
2014,acs5,place,"Emma city, Missouri",270,270,0,0,29,,22312
2014,acs5,place,"Eolia village, Missouri",434,377,43,8,29,,22474
2014,acs5,place,"Essex city, Missouri",603,558,0,41,29,,22600
2014,acs5,place,"Ethel town, Missouri",51,44,0,0,29,,22672
2014,acs5,place,"Eureka city, Missouri",10375,9134,428,194,29,,22834
2014,acs5,place,"Evergreen village, Missouri",32,32,0,0,29,,22951
2014,acs5,place,"Everton city, Missouri",467,374,0,63,29,,22996
2014,acs5,place,"Ewing city, Missouri",370,368,0,0,29,,23032
2014,acs5,place,"Excello CDP, Missouri",105,59,0,0,29,,23050
2014,acs5,place,"Excelsior Estates village, Missouri",165,158,0,2,29,,23077
2014,acs5,place,"Excelsior Springs city, Missouri",11391,10217,401,274,29,,23086
2014,acs5,place,"Exeter city, Missouri",867,787,0,57,29,,23122
2014,acs5,place,"Fair Grove city, Missouri",1684,1654,16,14,29,,23338
2014,acs5,place,"Fair Play city, Missouri",547,484,0,0,29,,23428
2014,acs5,place,"Fairdealing CDP, Missouri",902,754,0,0,29,,23248
2014,acs5,place,"Fairfax city, Missouri",652,634,3,2,29,,23266
2014,acs5,place,"Fairview town, Missouri",364,305,12,31,29,,23518
2014,acs5,place,"Farber city, Missouri",422,395,2,8,29,,23662
2014,acs5,place,"Farley village, Missouri",225,224,0,0,29,,23698
2014,acs5,place,"Farmington city, Missouri",17213,15259,1075,411,29,,23752
2014,acs5,place,"Fayette city, Missouri",2707,2259,357,1,29,,23842
2014,acs5,place,"Fenton city, Missouri",4037,3844,90,29,29,,23950
2014,acs5,place,"Ferguson city, Missouri",21151,6417,13884,275,29,,23986
2014,acs5,place,"Ferrelview village, Missouri",474,371,45,24,29,,24058
2014,acs5,place,"Festus city, Missouri",11740,10724,492,83,29,,24094
2014,acs5,place,"Fidelity town, Missouri",237,213,0,4,29,,24120
2014,acs5,place,"Fillmore city, Missouri",208,208,0,0,29,,24184
2014,acs5,place,"Fisk city, Missouri",459,450,0,0,29,,24328
2014,acs5,place,"Fleming city, Missouri",111,102,0,3,29,,24562
2014,acs5,place,"Flemington village, Missouri",93,91,0,0,29,,24580
2014,acs5,place,"Flint Hill city, Missouri",574,572,0,0,29,,24688
2014,acs5,place,"Flordell Hills city, Missouri",839,50,781,4,29,,24706
2014,acs5,place,"Florida village, Missouri",0,0,0,0,29,,24760
2014,acs5,place,"Florissant city, Missouri",52353,34084,14809,709,29,,24778
2014,acs5,place,"Foley city, Missouri",108,108,0,0,29,,24886
2014,acs5,place,"Fordland city, Missouri",935,890,4,3,29,,25012
2014,acs5,place,"Forest City city, Missouri",258,252,0,0,29,,25066
2014,acs5,place,"Foristell city, Missouri",439,415,3,18,29,,25120
2014,acs5,place,"Forsyth city, Missouri",1874,1693,48,64,29,,25192
2014,acs5,place,"Fort Leonard Wood CDP, Missouri",17061,9705,2639,3084,29,,25264
2014,acs5,place,"Fortescue town, Missouri",8,6,0,0,29,,25228
2014,acs5,place,"Foster village, Missouri",112,108,0,0,29,,25372
2014,acs5,place,"Fountain N' Lakes village, Missouri",302,235,12,8,29,,25411
2014,acs5,place,"Frankclay CDP, Missouri",93,93,0,0,29,,25516
2014,acs5,place,"Frankford city, Missouri",317,302,15,0,29,,25552
2014,acs5,place,"Franklin city, Missouri",73,67,0,6,29,,25624
2014,acs5,place,"Fredericktown city, Missouri",4043,3807,22,194,29,,25768
2014,acs5,place,"Freeburg village, Missouri",395,387,0,4,29,,25822
2014,acs5,place,"Freeman city, Missouri",529,495,0,24,29,,25894
2014,acs5,place,"Freistatt village, Missouri",191,173,0,13,29,,25912
2014,acs5,place,"Fremont CDP, Missouri",38,38,0,0,29,,25948
2014,acs5,place,"Fremont Hills city, Missouri",787,783,0,4,29,,25957
2014,acs5,place,"Frohna city, Missouri",270,270,0,0,29,,26092
2014,acs5,place,"Frontenac city, Missouri",3512,3239,132,19,29,,26110
2014,acs5,place,"Fulton city, Missouri",12791,10503,1294,322,29,,26182
2014,acs5,place,"Gainesville city, Missouri",733,710,0,17,29,,26218
2014,acs5,place,"Galena city, Missouri",629,535,6,72,29,,26254
2014,acs5,place,"Gallatin city, Missouri",1715,1672,2,21,29,,26308
2014,acs5,place,"Galt city, Missouri",264,257,0,3,29,,26362
2014,acs5,place,"Garden City city, Missouri",1618,1530,0,61,29,,26434
2014,acs5,place,"Gasconade city, Missouri",245,242,0,0,29,,26578
2014,acs5,place,"Gentry village, Missouri",75,75,0,0,29,,26776
2014,acs5,place,"Gerald city, Missouri",1358,1315,21,22,29,,26866
2014,acs5,place,"Gerster town, Missouri",24,24,0,0,29,,26902
2014,acs5,place,"Gibbs village, Missouri",161,161,0,0,29,,26920
2014,acs5,place,"Gideon city, Missouri",1021,1014,3,4,29,,26974
2014,acs5,place,"Gilliam city, Missouri",214,197,5,12,29,,27028
2014,acs5,place,"Gilman City city, Missouri",388,380,1,3,29,,27064
2014,acs5,place,"Ginger Blue village, Missouri",40,39,0,1,29,,27100
2014,acs5,place,"Gladstone city, Missouri",26032,22165,1170,1675,29,,27190
2014,acs5,place,"Glasgow Village CDP, Missouri",4895,672,4160,0,29,,27226
2014,acs5,place,"Glasgow city, Missouri",1346,1222,36,32,29,,27208
2014,acs5,place,"Glen Allen town, Missouri",84,84,0,0,29,,27280
2014,acs5,place,"Glen Echo Park village, Missouri",122,14,102,6,29,,27370
2014,acs5,place,"Glenaire city, Missouri",551,520,0,17,29,,27262
2014,acs5,place,"Glendale city, Missouri",5926,5682,20,48,29,,27334
2014,acs5,place,"Glenwood village, Missouri",204,204,0,0,29,,27514
2014,acs5,place,"Golden CDP, Missouri",687,670,0,0,29,,27658
2014,acs5,place,"Golden City city, Missouri",689,639,2,26,29,,27676
2014,acs5,place,"Goodman town, Missouri",1299,1120,6,52,29,,27874
2014,acs5,place,"Goodnight village, Missouri",4,4,0,0,29,,27900
2014,acs5,place,"Gordonville village, Missouri",384,376,5,3,29,,27928
2014,acs5,place,"Goss town, Missouri",0,0,0,0,29,,28000
2014,acs5,place,"Gower city, Missouri",1598,1509,31,22,29,,28036
2014,acs5,place,"Graham town, Missouri",191,186,0,0,29,,28072
2014,acs5,place,"Grain Valley city, Missouri",13037,11554,248,860,29,,28090
2014,acs5,place,"Granby city, Missouri",2328,2199,7,17,29,,28108
2014,acs5,place,"Grand Falls Plaza town, Missouri",111,90,0,12,29,,28170
2014,acs5,place,"Grand Pass village, Missouri",39,39,0,0,29,,28198
2014,acs5,place,"Grandin city, Missouri",169,162,0,0,29,,28180
2014,acs5,place,"Grandview city, Missouri",24860,11599,8841,3011,29,,28324
2014,acs5,place,"Granger village, Missouri",14,14,0,0,29,,28360
2014,acs5,place,"Grant City town, Missouri",896,887,0,3,29,,28594
2014,acs5,place,"Grantwood Village town, Missouri",881,853,3,17,29,,28630
2014,acs5,place,"Gravois Mills town, Missouri",164,164,0,0,29,,28828
2014,acs5,place,"Gray Summit CDP, Missouri",3300,3183,47,17,29,,28918
2014,acs5,place,"Grayhawk CDP, Missouri",748,700,0,48,29,,28860
2014,acs5,place,"Grayridge CDP, Missouri",64,64,0,0,29,,28864
2014,acs5,place,"Green City city, Missouri",708,692,0,14,29,,29134
2014,acs5,place,"Green Park city, Missouri",2626,2265,118,60,29,,29324
2014,acs5,place,"Green Ridge city, Missouri",505,496,7,2,29,,29332
2014,acs5,place,"Greencastle city, Missouri",312,312,0,0,29,,29116
2014,acs5,place,"Greendale city, Missouri",725,158,462,0,29,,29152
2014,acs5,place,"Greenfield city, Missouri",1281,1210,17,25,29,,29206
2014,acs5,place,"Greentop city, Missouri",453,437,4,3,29,,29422
2014,acs5,place,"Greenville city, Missouri",507,493,5,0,29,,29476
2014,acs5,place,"Greenwood city, Missouri",5322,4674,118,157,29,,29494
2014,acs5,place,"Guilford town, Missouri",54,54,0,0,29,,29692
2014,acs5,place,"Gunn City village, Missouri",85,79,6,0,29,,29764
2014,acs5,place,"Hale city, Missouri",463,427,6,5,29,,29908
2014,acs5,place,"Halfway village, Missouri",107,106,0,0,29,,29962
2014,acs5,place,"Hallsville city, Missouri",1678,1620,7,31,29,,29998
2014,acs5,place,"Halltown village, Missouri",126,124,0,0,29,,30016
2014,acs5,place,"Hamilton city, Missouri",1776,1665,6,92,29,,30034
2014,acs5,place,"Hanley Hills village, Missouri",2109,177,1906,0,29,,30196
2014,acs5,place,"Hannibal city, Missouri",17779,15436,1434,414,29,,30214
2014,acs5,place,"Hardin city, Missouri",609,546,0,54,29,,30322
2014,acs5,place,"Harris town, Missouri",49,48,0,1,29,,30466
2014,acs5,place,"Harrisburg town, Missouri",293,293,0,0,29,,30484
2014,acs5,place,"Harrisonville city, Missouri",10019,9399,143,355,29,,30610
2014,acs5,place,"Hartsburg town, Missouri",114,110,0,3,29,,30718
2014,acs5,place,"Hartville city, Missouri",727,645,58,11,29,,30754
2014,acs5,place,"Hartwell CDP, Missouri",0,0,0,0,29,,30772
2014,acs5,place,"Harviell CDP, Missouri",342,342,0,0,29,,30844
2014,acs5,place,"Harwood village, Missouri",103,103,0,0,29,,30862
2014,acs5,place,"Hawk Point city, Missouri",729,548,13,77,29,,31024
2014,acs5,place,"Hayti Heights city, Missouri",544,6,534,1,29,,31168
2014,acs5,place,"Hayti city, Missouri",2883,1302,1481,51,29,,31132
2014,acs5,place,"Hayward CDP, Missouri",105,105,0,0,29,,31186
2014,acs5,place,"Haywood City village, Missouri",148,1,135,0,29,,31204
2014,acs5,place,"Hazelwood city, Missouri",25671,14919,8458,794,29,,31276
2014,acs5,place,"Henrietta city, Missouri",352,296,33,18,29,,31654
2014,acs5,place,"Herculaneum city, Missouri",3684,3262,181,22,29,,31708
2014,acs5,place,"Hermann city, Missouri",2400,2315,64,10,29,,31762
2014,acs5,place,"Hermitage city, Missouri",695,659,24,4,29,,31780
2014,acs5,place,"Higbee city, Missouri",572,564,0,5,29,,31924
2014,acs5,place,"Higginsville city, Missouri",4740,4431,114,161,29,,31960
2014,acs5,place,"High Hill city, Missouri",238,227,0,11,29,,31996
2014,acs5,place,"High Ridge CDP, Missouri",3849,3722,0,62,29,,32140
2014,acs5,place,"Highlandville city, Missouri",1114,1105,0,0,29,,32068
2014,acs5,place,"Hillsboro city, Missouri",2940,2610,46,34,29,,32248
2014,acs5,place,"Hillsdale village, Missouri",1337,54,1273,0,29,,32266
2014,acs5,place,"Hoberg village, Missouri",46,44,0,0,29,,32410
2014,acs5,place,"Holcomb city, Missouri",790,775,0,15,29,,32536
2014,acs5,place,"Holden city, Missouri",2482,2271,68,143,29,,32572
2014,acs5,place,"Holland town, Missouri",235,225,0,10,29,,32590
2014,acs5,place,"Holliday village, Missouri",97,93,0,0,29,,32626
2014,acs5,place,"Hollister city, Missouri",4436,3908,0,304,29,,32662
2014,acs5,place,"Holt city, Missouri",481,456,0,6,29,,32752
2014,acs5,place,"Holts Summit city, Missouri",3381,3146,34,0,29,,32770
2014,acs5,place,"Homestead village, Missouri",157,144,0,11,29,,32806
2014,acs5,place,"Homestown city, Missouri",126,0,126,0,29,,32824
2014,acs5,place,"Hopkins city, Missouri",471,457,0,0,29,,33004
2014,acs5,place,"Horine CDP, Missouri",1566,1541,0,25,29,,33040
2014,acs5,place,"Hornersville city, Missouri",844,759,0,60,29,,33076
2014,acs5,place,"Houston Lake city, Missouri",290,262,2,18,29,,33292
2014,acs5,place,"Houston city, Missouri",2208,1974,44,59,29,,33238
2014,acs5,place,"Houstonia city, Missouri",216,216,0,0,29,,33256
2014,acs5,place,"Howardville city, Missouri",353,13,322,4,29,,33364
2014,acs5,place,"Hughesville village, Missouri",176,174,0,0,29,,33652
2014,acs5,place,"Humansville city, Missouri",1208,1126,41,6,29,,33706
2014,acs5,place,"Hume town, Missouri",335,289,0,23,29,,33724
2014,acs5,place,"Humphreys village, Missouri",93,93,0,0,29,,33742
2014,acs5,place,"Hunnewell city, Missouri",120,114,0,0,29,,33760
2014,acs5,place,"Hunter CDP, Missouri",95,95,0,0,29,,33778
2014,acs5,place,"Huntleigh city, Missouri",468,412,33,1,29,,33850
2014,acs5,place,"Huntsdale town, Missouri",30,27,0,0,29,,33868
2014,acs5,place,"Huntsville city, Missouri",1598,1363,65,126,29,,33886
2014,acs5,place,"Hurdland city, Missouri",166,156,0,0,29,,33904
2014,acs5,place,"Hurley city, Missouri",189,180,0,0,29,,33922
2014,acs5,place,"Iatan village, Missouri",36,36,0,0,29,,34210
2014,acs5,place,"Iberia city, Missouri",605,574,0,2,29,,34228
2014,acs5,place,"Imperial CDP, Missouri",4630,4452,0,91,29,,34354
2014,acs5,place,"Independence city, Missouri",117160,93694,8182,10292,29,,35000
2014,acs5,place,"Indian Point village, Missouri",555,523,0,30,29,,35186
2014,acs5,place,"Innsbrook village, Missouri",611,599,4,0,29,,35240
2014,acs5,place,"Ionia town, Missouri",111,111,0,0,29,,35306
2014,acs5,place,"Irena village, Missouri",17,17,0,0,29,,35324
2014,acs5,place,"Iron Mountain Lake city, Missouri",838,827,0,6,29,,35450
2014,acs5,place,"Irondale city, Missouri",559,555,0,0,29,,35396
2014,acs5,place,"Ironton city, Missouri",1513,1437,49,18,29,,35468
2014,acs5,place,"Irwin CDP, Missouri",18,18,0,0,29,,35486
2014,acs5,place,"Jackson city, Missouri",14221,13488,149,301,29,,35648
2014,acs5,place,"Jacksonville village, Missouri",167,155,5,0,29,,36224
2014,acs5,place,"Jameson town, Missouri",153,153,0,0,29,,36314
2014,acs5,place,"Jamesport city, Missouri",528,511,0,17,29,,36332
2014,acs5,place,"Jamestown town, Missouri",377,360,0,0,29,,36368
2014,acs5,place,"Jane town, Missouri",422,264,0,143,29,,36422
2014,acs5,place,"Jasper city, Missouri",997,936,0,7,29,,36512
2014,acs5,place,"Jefferson City city, Missouri",43184,32530,7358,845,29,,37000
2014,acs5,place,"Jennings city, Missouri",14730,902,13641,100,29,,37178
2014,acs5,place,"Jerico Springs village, Missouri",223,175,0,15,29,,37214
2014,acs5,place,"Jonesburg city, Missouri",796,702,0,67,29,,37574
2014,acs5,place,"Joplin city, Missouri",50900,43394,1912,1955,29,,37592
2014,acs5,place,"Josephville village, Missouri",386,367,4,5,29,,37700
2014,acs5,place,"Junction City village, Missouri",435,412,0,16,29,,37736
2014,acs5,place,"Kahoka city, Missouri",1885,1851,9,0,29,,37790
2014,acs5,place,"Kansas City city, Missouri",465005,256199,134468,47186,29,,38000
2014,acs5,place,"Kearney city, Missouri",8845,8221,19,317,29,,38072
2014,acs5,place,"Kelso village, Missouri",508,502,0,6,29,,38216
2014,acs5,place,"Kennett city, Missouri",11002,8717,1510,583,29,,38306
2014,acs5,place,"Keytesville city, Missouri",532,528,1,2,29,,38468
2014,acs5,place,"Kidder city, Missouri",276,265,0,8,29,,38522
2014,acs5,place,"Kimberling City city, Missouri",2573,2502,0,71,29,,38612
2014,acs5,place,"Kimmswick city, Missouri",159,158,1,0,29,,38684
2014,acs5,place,"King City city, Missouri",949,932,1,0,29,,38774
2014,acs5,place,"Kingdom City village, Missouri",108,107,0,0,29,,38792
2014,acs5,place,"Kingston city, Missouri",322,308,14,0,29,,38846
2014,acs5,place,"Kingsville city, Missouri",306,298,0,2,29,,38918
2014,acs5,place,"Kinloch city, Missouri",234,13,219,0,29,,38972
2014,acs5,place,"Kirbyville village, Missouri",247,240,0,0,29,,39008
2014,acs5,place,"Kirksville city, Missouri",17578,15623,530,599,29,,39026
2014,acs5,place,"Kirkwood city, Missouri",27587,24311,1873,623,29,,39044
2014,acs5,place,"Kissee Mills CDP, Missouri",1172,1156,0,0,29,,39080
2014,acs5,place,"Knob Noster city, Missouri",2761,2039,252,174,29,,39188
2014,acs5,place,"Knox City city, Missouri",211,211,0,0,29,,39278
2014,acs5,place,"Koshkonong town, Missouri",248,215,0,0,29,,39440
2014,acs5,place,"La Belle city, Missouri",593,545,37,11,29,,39512
2014,acs5,place,"La Due village, Missouri",30,30,0,0,29,,39638
2014,acs5,place,"La Grange city, Missouri",1021,775,141,4,29,,39764
2014,acs5,place,"La Monte city, Missouri",1376,686,21,662,29,,40520
2014,acs5,place,"La Plata city, Missouri",1446,1439,0,2,29,,40682
2014,acs5,place,"La Russell city, Missouri",292,161,0,0,29,,40790
2014,acs5,place,"La Tour CDP, Missouri",65,65,0,0,29,,40880
2014,acs5,place,"LaBarque Creek CDP, Missouri",1758,1730,0,1,29,,39503
2014,acs5,place,"Laclede city, Missouri",294,294,0,0,29,,39566
2014,acs5,place,"Laddonia city, Missouri",517,502,7,0,29,,39602
2014,acs5,place,"Ladue city, Missouri",8549,7698,147,191,29,,39656
2014,acs5,place,"Lake Annette city, Missouri",111,111,0,0,29,,39845
2014,acs5,place,"Lake Lafayette city, Missouri",372,330,27,0,29,,39952
2014,acs5,place,"Lake Lotawana city, Missouri",2138,2116,0,0,29,,39980
2014,acs5,place,"Lake Mykee Town village, Missouri",486,480,0,4,29,,39990
2014,acs5,place,"Lake Ozark city, Missouri",1588,1525,0,13,29,,40034
2014,acs5,place,"Lake St. Louis city, Missouri",14759,13060,622,612,29,,40043
2014,acs5,place,"Lake Tapawingo city, Missouri",632,607,2,7,29,,40196
2014,acs5,place,"Lake Tekakwitha village, Missouri",232,215,0,14,29,,40214
2014,acs5,place,"Lake Viking CDP, Missouri",368,348,1,12,29,,40304
2014,acs5,place,"Lake Waukomis city, Missouri",936,909,0,10,29,,40322
2014,acs5,place,"Lake Winnebago city, Missouri",1297,1282,0,11,29,,40340
2014,acs5,place,"Lakeshire city, Missouri",1690,1469,46,149,29,,40088
2014,acs5,place,"Lakeside city, Missouri",0,0,0,0,29,,40142
2014,acs5,place,"Lamar Heights city, Missouri",182,176,0,0,29,,40430
2014,acs5,place,"Lamar city, Missouri",4499,4119,25,45,29,,40376
2014,acs5,place,"Lambert village, Missouri",0,0,0,0,29,,40448
2014,acs5,place,"Lanagan town, Missouri",498,395,15,55,29,,40592
2014,acs5,place,"Lancaster city, Missouri",751,722,27,0,29,,40610
2014,acs5,place,"Laredo city, Missouri",215,208,0,0,29,,40736
