Agency,Region,Year,Stops,Indexed
Dunklin County Sheriff's Dept,Southeast,2018,295,313.8
Dunklin County Sheriff's Dept,Southeast,2020,347,369.1
Dunklin County Sheriff's Dept,Southeast,2021,139,147.9
Dunklin County Sheriff's Dept,Southeast,2022,91,96.8
Dunklin County Sheriff's Dept,Southeast,2023,272,289.4
Fredericktown Police Dept,Southeast,2014,1355,100.0
Fredericktown Police Dept,Southeast,2015,840,62.0
Fredericktown Police Dept,Southeast,2016,1070,79.0
Fredericktown Police Dept,Southeast,2017,1115,82.3
Fredericktown Police Dept,Southeast,2018,648,47.8
Fredericktown Police Dept,Southeast,2019,646,47.7
Fredericktown Police Dept,Southeast,2020,427,31.5
Fredericktown Police Dept,Southeast,2021,497,36.7
Fredericktown Police Dept,Southeast,2022,699,51.6
Fredericktown Police Dept,Southeast,2023,1717,126.7
Fredericktown Police Dept,Southeast,2024,962,71.0
Hayti Police Dept,Southeast,2014,593,100.0
Hayti Police Dept,Southeast,2015,687,115.9
Hayti Police Dept,Southeast,2016,1416,238.8
Hayti Police Dept,Southeast,2017,260,43.8
Hayti Police Dept,Southeast,2018,276,46.5
Hayti Police Dept,Southeast,2020,366,61.7
Hayti Police Dept,Southeast,2021,366,61.7
Hayti Police Dept,Southeast,2022,162,27.3
Hayti Police Dept,Southeast,2023,81,13.7
Howell County Sheriff's Dept,Southeast,2014,1008,100.0
Howell County Sheriff's Dept,Southeast,2015,1019,101.1
Howell County Sheriff's Dept,Southeast,2016,1125,111.6
Howell County Sheriff's Dept,Southeast,2017,982,97.4
Howell County Sheriff's Dept,Southeast,2018,1015,100.7
Howell County Sheriff's Dept,Southeast,2019,904,89.7
Howell County Sheriff's Dept,Southeast,2020,898,89.1
Howell County Sheriff's Dept,Southeast,2021,1083,107.4
Howell County Sheriff's Dept,Southeast,2022,1264,125.4
Howell County Sheriff's Dept,Southeast,2023,2112,209.5
Howell County Sheriff's Dept,Southeast,2024,1626,161.3
Iron County Sheriff's Dept,Southeast,2014,293,100.0
Iron County Sheriff's Dept,Southeast,2015,139,47.4
Iron County Sheriff's Dept,Southeast,2016,159,54.3
Iron County Sheriff's Dept,Southeast,2017,135,46.1
Iron County Sheriff's Dept,Southeast,2018,131,44.7
Iron County Sheriff's Dept,Southeast,2019,114,38.9
Iron County Sheriff's Dept,Southeast,2020,44,15.0
Iron County Sheriff's Dept,Southeast,2021,56,19.1
Iron County Sheriff's Dept,Southeast,2022,102,34.8
Iron County Sheriff's Dept,Southeast,2023,79,27.0
Iron County Sheriff's Dept,Southeast,2024,160,54.6
Ironton Police Dept,Southeast,2014,266,100.0
Ironton Police Dept,Southeast,2015,444,166.9
Ironton Police Dept,Southeast,2016,144,54.1
Ironton Police Dept,Southeast,2017,180,67.7
Ironton Police Dept,Southeast,2018,124,46.6
Ironton Police Dept,Southeast,2019,369,138.7
Ironton Police Dept,Southeast,2020,273,102.6
Ironton Police Dept,Southeast,2021,210,78.9
Ironton Police Dept,Southeast,2022,214,80.5
Ironton Police Dept,Southeast,2023,214,80.5
Ironton Police Dept,Southeast,2024,140,52.6
Jackson Police Dept,Southeast,2014,2964,100.0
Jackson Police Dept,Southeast,2015,3155,106.4
Jackson Police Dept,Southeast,2016,3025,102.1
Jackson Police Dept,Southeast,2017,3531,119.1
Jackson Police Dept,Southeast,2018,4243,143.2
Jackson Police Dept,Southeast,2019,4115,138.8
Jackson Police Dept,Southeast,2020,3173,107.1
Jackson Police Dept,Southeast,2021,3793,128.0
Jackson Police Dept,Southeast,2022,4295,144.9
Jackson Police Dept,Southeast,2023,3893,131.3
Jackson Police Dept,Southeast,2024,4461,150.5
Kennett Police Dept,Southeast,2014,2563,100.0
Kennett Police Dept,Southeast,2015,2356,91.9
Kennett Police Dept,Southeast,2016,2011,78.5
Kennett Police Dept,Southeast,2017,2305,89.9
Kennett Police Dept,Southeast,2018,1825,71.2
Kennett Police Dept,Southeast,2019,1765,68.9
Kennett Police Dept,Southeast,2020,2348,91.6
Kennett Police Dept,Southeast,2021,2588,101.0
Kennett Police Dept,Southeast,2022,1587,61.9
Kennett Police Dept,Southeast,2023,2136,83.3
Kennett Police Dept,Southeast,2024,2406,93.9
Madison County Sheriff's Dept,Southeast,2014,347,100.0
Madison County Sheriff's Dept,Southeast,2015,1460,420.7
Madison County Sheriff's Dept,Southeast,2016,1101,317.3
Madison County Sheriff's Dept,Southeast,2017,281,81.0
Madison County Sheriff's Dept,Southeast,2018,748,215.6
Madison County Sheriff's Dept,Southeast,2019,670,193.1
Madison County Sheriff's Dept,Southeast,2020,407,117.3
Madison County Sheriff's Dept,Southeast,2021,590,170.0
Madison County Sheriff's Dept,Southeast,2022,419,120.7
Madison County Sheriff's Dept,Southeast,2023,342,98.6
Malden Police Dept,Southeast,2014,177,100.0
Malden Police Dept,Southeast,2015,494,279.1
Malden Police Dept,Southeast,2016,952,537.9
Malden Police Dept,Southeast,2017,720,406.8
Malden Police Dept,Southeast,2018,993,561.0
Malden Police Dept,Southeast,2019,861,486.4
Malden Police Dept,Southeast,2020,593,335.0
Malden Police Dept,Southeast,2021,763,431.1
Malden Police Dept,Southeast,2022,654,369.5
Malden Police Dept,Southeast,2023,404,228.2
Marble Hill Police Dept,Southeast,2014,476,100.0
Marble Hill Police Dept,Southeast,2015,372,78.2
Marble Hill Police Dept,Southeast,2016,692,145.4
Marble Hill Police Dept,Southeast,2017,643,135.1
Marble Hill Police Dept,Southeast,2018,275,57.8
Marble Hill Police Dept,Southeast,2019,204,42.9
Marble Hill Police Dept,Southeast,2020,176,37.0
Marble Hill Police Dept,Southeast,2021,504,105.9
Marble Hill Police Dept,Southeast,2022,149,31.3
Marble Hill Police Dept,Southeast,2023,147,30.9
Mississippi County Sheriff's Dept,Southeast,2014,24,100.0
Mississippi County Sheriff's Dept,Southeast,2015,17,70.8
Mississippi County Sheriff's Dept,Southeast,2016,43,179.2
Mississippi County Sheriff's Dept,Southeast,2017,137,570.8
Mississippi County Sheriff's Dept,Southeast,2018,112,466.7
Mississippi County Sheriff's Dept,Southeast,2019,298,1241.7
Mississippi County Sheriff's Dept,Southeast,2020,301,1254.2
Mississippi County Sheriff's Dept,Southeast,2021,361,1504.2
Mississippi County Sheriff's Dept,Southeast,2022,481,2004.2
Mississippi County Sheriff's Dept,Southeast,2023,445,1854.2
Mississippi County Sheriff's Dept,Southeast,2024,374,1558.3
Mountain View Police Dept,Southeast,2014,834,100.0
Mountain View Police Dept,Southeast,2015,741,88.8
Mountain View Police Dept,Southeast,2016,585,70.1
Mountain View Police Dept,Southeast,2017,300,36.0
Mountain View Police Dept,Southeast,2018,626,75.1
Mountain View Police Dept,Southeast,2019,653,78.3
Mountain View Police Dept,Southeast,2020,664,79.6
Mountain View Police Dept,Southeast,2021,911,109.2
Mountain View Police Dept,Southeast,2022,1133,135.9
Mountain View Police Dept,Southeast,2023,973,116.7
Mountain View Police Dept,Southeast,2024,1352,162.1
New Madrid County Sheriff's Dept,Southeast,2014,23,100.0
New Madrid County Sheriff's Dept,Southeast,2015,83,360.9
New Madrid County Sheriff's Dept,Southeast,2016,89,387.0
New Madrid County Sheriff's Dept,Southeast,2017,75,326.1
New Madrid County Sheriff's Dept,Southeast,2018,50,217.4
New Madrid County Sheriff's Dept,Southeast,2019,30,130.4
New Madrid County Sheriff's Dept,Southeast,2020,71,308.7
New Madrid County Sheriff's Dept,Southeast,2021,221,960.9
New Madrid County Sheriff's Dept,Southeast,2022,312,1356.5
New Madrid County Sheriff's Dept,Southeast,2023,47,204.3
New Madrid County Sheriff's Dept,Southeast,2024,247,1073.9
New Madrid Police Dept,Southeast,2014,226,100.0
New Madrid Police Dept,Southeast,2015,251,111.1
New Madrid Police Dept,Southeast,2016,182,80.5
New Madrid Police Dept,Southeast,2017,233,103.1
New Madrid Police Dept,Southeast,2018,88,38.9
New Madrid Police Dept,Southeast,2019,212,93.8
New Madrid Police Dept,Southeast,2020,150,66.4
New Madrid Police Dept,Southeast,2021,118,52.2
New Madrid Police Dept,Southeast,2023,361,159.7
New Madrid Police Dept,Southeast,2024,679,300.4
Oregon County Sheriff's Dept,Southeast,2014,205,100.0
Oregon County Sheriff's Dept,Southeast,2015,113,55.1
Oregon County Sheriff's Dept,Southeast,2016,118,57.6
Oregon County Sheriff's Dept,Southeast,2017,70,34.1
Oregon County Sheriff's Dept,Southeast,2018,135,65.9
Oregon County Sheriff's Dept,Southeast,2020,109,53.2
Oregon County Sheriff's Dept,Southeast,2021,308,150.2
Oregon County Sheriff's Dept,Southeast,2022,255,124.4
Oregon County Sheriff's Dept,Southeast,2023,128,62.4
Oregon County Sheriff's Dept,Southeast,2024,141,68.8
Pemiscot County Sheriff's Dept,Southeast,2014,105,100.0
Pemiscot County Sheriff's Dept,Southeast,2015,8,7.6
Pemiscot County Sheriff's Dept,Southeast,2016,48,45.7
Pemiscot County Sheriff's Dept,Southeast,2017,115,109.5
Pemiscot County Sheriff's Dept,Southeast,2018,19,18.1
Pemiscot County Sheriff's Dept,Southeast,2019,43,41.0
Pemiscot County Sheriff's Dept,Southeast,2020,153,145.7
Pemiscot County Sheriff's Dept,Southeast,2021,12,11.4
Pemiscot County Sheriff's Dept,Southeast,2022,30,28.6
Pemiscot County Sheriff's Dept,Southeast,2023,82,78.1
Pemiscot County Sheriff's Dept,Southeast,2024,169,161.0
Perry County Sheriff's Dept,Southeast,2014,1005,100.0
Perry County Sheriff's Dept,Southeast,2015,1302,129.6
Perry County Sheriff's Dept,Southeast,2016,840,83.6
Perry County Sheriff's Dept,Southeast,2017,1030,102.5
Perry County Sheriff's Dept,Southeast,2018,1976,196.6
Perry County Sheriff's Dept,Southeast,2019,2293,228.2
Perry County Sheriff's Dept,Southeast,2020,1759,175.0
Perry County Sheriff's Dept,Southeast,2021,1213,120.7
Perry County Sheriff's Dept,Southeast,2022,1128,112.2
Perry County Sheriff's Dept,Southeast,2023,1455,144.8
Perry County Sheriff's Dept,Southeast,2024,1835,182.6
Perryville Police Dept,Southeast,2014,560,100.0
Perryville Police Dept,Southeast,2015,1156,206.4
Perryville Police Dept,Southeast,2016,1018,181.8
Perryville Police Dept,Southeast,2017,1199,214.1
Perryville Police Dept,Southeast,2018,1233,220.2
Perryville Police Dept,Southeast,2019,1507,269.1
Perryville Police Dept,Southeast,2020,1119,199.8
Perryville Police Dept,Southeast,2021,856,152.9
Perryville Police Dept,Southeast,2022,1168,208.6
Perryville Police Dept,Southeast,2023,1098,196.1
Perryville Police Dept,Southeast,2024,1201,214.5
Poplar Bluff Police Dept,Southeast,2014,2635,100.0
Poplar Bluff Police Dept,Southeast,2015,2238,84.9
Poplar Bluff Police Dept,Southeast,2016,1555,59.0
Poplar Bluff Police Dept,Southeast,2017,2760,104.7
Poplar Bluff Police Dept,Southeast,2018,2206,83.7
Poplar Bluff Police Dept,Southeast,2019,2030,77.0
Poplar Bluff Police Dept,Southeast,2020,1267,48.1
Poplar Bluff Police Dept,Southeast,2021,2043,77.5
Poplar Bluff Police Dept,Southeast,2022,2775,105.3
Poplar Bluff Police Dept,Southeast,2023,2784,105.7
Poplar Bluff Police Dept,Southeast,2024,3172,120.4
Reynolds County Sheriff's Dept,Southeast,2014,92,100.0
Reynolds County Sheriff's Dept,Southeast,2015,86,93.5
Reynolds County Sheriff's Dept,Southeast,2016,34,37.0
Reynolds County Sheriff's Dept,Southeast,2017,16,17.4
Reynolds County Sheriff's Dept,Southeast,2018,24,26.1
Reynolds County Sheriff's Dept,Southeast,2019,59,64.1
Reynolds County Sheriff's Dept,Southeast,2020,137,148.9
Reynolds County Sheriff's Dept,Southeast,2021,6,6.5
Reynolds County Sheriff's Dept,Southeast,2022,21,22.8
Reynolds County Sheriff's Dept,Southeast,2023,24,26.1
Ripley County Sheriff's Dept,Southeast,2014,74,100.0
Ripley County Sheriff's Dept,Southeast,2015,58,78.4
Ripley County Sheriff's Dept,Southeast,2016,52,70.3
Ripley County Sheriff's Dept,Southeast,2017,22,29.7
Ripley County Sheriff's Dept,Southeast,2018,54,73.0
Ripley County Sheriff's Dept,Southeast,2019,70,94.6
Ripley County Sheriff's Dept,Southeast,2020,150,202.7
Ripley County Sheriff's Dept,Southeast,2021,119,160.8
Ripley County Sheriff's Dept,Southeast,2022,33,44.6
Ripley County Sheriff's Dept,Southeast,2023,321,433.8
Ripley County Sheriff's Dept,Southeast,2024,183,247.3
Scott City Police Dept,Southeast,2014,1582,100.0
Scott City Police Dept,Southeast,2015,2569,162.4
Scott City Police Dept,Southeast,2016,1991,125.9
Scott City Police Dept,Southeast,2017,1180,74.6
Scott City Police Dept,Southeast,2018,2017,127.5
Scott City Police Dept,Southeast,2019,2422,153.1
Scott City Police Dept,Southeast,2020,1595,100.8
Scott City Police Dept,Southeast,2021,1438,90.9
Scott City Police Dept,Southeast,2022,1668,105.4
Scott City Police Dept,Southeast,2023,1130,71.4
Scott County Sheriff's Dept,Southeast,2014,1118,100.0
Scott County Sheriff's Dept,Southeast,2015,879,78.6
Scott County Sheriff's Dept,Southeast,2016,1516,135.6
Scott County Sheriff's Dept,Southeast,2017,1857,166.1
Scott County Sheriff's Dept,Southeast,2018,1527,136.6
Scott County Sheriff's Dept,Southeast,2019,590,52.8
Scott County Sheriff's Dept,Southeast,2020,435,38.9
Scott County Sheriff's Dept,Southeast,2021,587,52.5
Scott County Sheriff's Dept,Southeast,2022,772,69.1
Scott County Sheriff's Dept,Southeast,2023,593,53.0
Sikeston Police Dept,Southeast,2014,1124,100.0
Sikeston Police Dept,Southeast,2015,1118,99.5
Sikeston Police Dept,Southeast,2016,1422,126.5
Sikeston Police Dept,Southeast,2017,1093,97.2
Sikeston Police Dept,Southeast,2018,1297,115.4
Sikeston Police Dept,Southeast,2019,1680,149.5
Sikeston Police Dept,Southeast,2020,1819,161.8
Sikeston Police Dept,Southeast,2021,2169,193.0
Sikeston Police Dept,Southeast,2022,1261,112.2
Sikeston Police Dept,Southeast,2023,2645,235.3
Sikeston Police Dept,Southeast,2024,1991,177.1
Stoddard County Sheriff's Dept,Southeast,2014,370,100.0
Stoddard County Sheriff's Dept,Southeast,2015,903,244.1
Stoddard County Sheriff's Dept,Southeast,2016,740,200.0
Stoddard County Sheriff's Dept,Southeast,2017,929,251.1
Stoddard County Sheriff's Dept,Southeast,2018,339,91.6
Stoddard County Sheriff's Dept,Southeast,2019,843,227.8
Stoddard County Sheriff's Dept,Southeast,2020,537,145.1
Stoddard County Sheriff's Dept,Southeast,2021,428,115.7
Stoddard County Sheriff's Dept,Southeast,2022,864,233.5
Stoddard County Sheriff's Dept,Southeast,2023,1399,378.1
Stoddard County Sheriff's Dept,Southeast,2024,1926,520.5
Thayer Police Dept,Southeast,2014,470,100.0
Thayer Police Dept,Southeast,2015,892,189.8
Thayer Police Dept,Southeast,2016,1088,231.5
Thayer Police Dept,Southeast,2017,447,95.1
Thayer Police Dept,Southeast,2018,396,84.3
Thayer Police Dept,Southeast,2019,559,118.9
Thayer Police Dept,Southeast,2020,243,51.7
Thayer Police Dept,Southeast,2021,402,85.5
Thayer Police Dept,Southeast,2022,331,70.4
Thayer Police Dept,Southeast,2023,198,42.1
Thayer Police Dept,Southeast,2024,318,67.7
Wayne County Sheriff's Dept,Southeast,2014,339,100.0
Wayne County Sheriff's Dept,Southeast,2015,695,205.0
Wayne County Sheriff's Dept,Southeast,2016,455,134.2
Wayne County Sheriff's Dept,Southeast,2017,599,176.7
Wayne County Sheriff's Dept,Southeast,2018,706,208.3
Wayne County Sheriff's Dept,Southeast,2019,945,278.8
Wayne County Sheriff's Dept,Southeast,2020,447,131.9
Wayne County Sheriff's Dept,Southeast,2021,1403,413.9
Wayne County Sheriff's Dept,Southeast,2022,512,151.0
Wayne County Sheriff's Dept,Southeast,2023,739,218.0
Wayne County Sheriff's Dept,Southeast,2024,519,153.1
West Plains Police Dept,Southeast,2014,3206,100.0
West Plains Police Dept,Southeast,2015,3458,107.9
West Plains Police Dept,Southeast,2016,906,28.3
West Plains Police Dept,Southeast,2017,2590,80.8
West Plains Police Dept,Southeast,2018,1775,55.4
West Plains Police Dept,Southeast,2019,1680,52.4
West Plains Police Dept,Southeast,2020,1888,58.9
West Plains Police Dept,Southeast,2021,2505,78.1
West Plains Police Dept,Southeast,2022,3078,96.0
West Plains Police Dept,Southeast,2023,5537,172.7
Willow Springs Police Dept,Southeast,2014,166,100.0
Willow Springs Police Dept,Southeast,2015,214,128.9
Willow Springs Police Dept,Southeast,2016,518,312.0
Willow Springs Police Dept,Southeast,2017,442,266.3
Willow Springs Police Dept,Southeast,2018,537,323.5
Willow Springs Police Dept,Southeast,2019,686,413.3
Willow Springs Police Dept,Southeast,2020,862,519.3
Willow Springs Police Dept,Southeast,2021,1241,747.6
Willow Springs Police Dept,Southeast,2022,1219,734.3
Willow Springs Police Dept,Southeast,2023,1914,1153.0
Anderson Police Dept,Southwest,2014,886,100.0
Anderson Police Dept,Southwest,2015,1127,127.2
Anderson Police Dept,Southwest,2016,1283,144.8
Anderson Police Dept,Southwest,2017,534,60.3
Anderson Police Dept,Southwest,2018,1018,114.9
Anderson Police Dept,Southwest,2019,1106,124.8
Anderson Police Dept,Southwest,2020,1427,161.1
Anderson Police Dept,Southwest,2021,1731,195.4
Anderson Police Dept,Southwest,2022,1308,147.6
Anderson Police Dept,Southwest,2023,1301,146.8
Aurora Police Dept,Southwest,2014,1570,100.0
Aurora Police Dept,Southwest,2015,2106,134.1
Aurora Police Dept,Southwest,2016,1781,113.4
Aurora Police Dept,Southwest,2017,1626,103.6
Aurora Police Dept,Southwest,2018,1737,110.6
Aurora Police Dept,Southwest,2019,477,30.4
Aurora Police Dept,Southwest,2020,1632,103.9
Aurora Police Dept,Southwest,2021,888,56.6
Aurora Police Dept,Southwest,2022,2183,139.0
Aurora Police Dept,Southwest,2023,2321,147.8
Aurora Police Dept,Southwest,2024,1805,115.0
Ava Police Dept,Southwest,2014,1231,100.0
Ava Police Dept,Southwest,2015,1262,102.5
Ava Police Dept,Southwest,2016,1676,136.1
Ava Police Dept,Southwest,2017,1799,146.1
Ava Police Dept,Southwest,2018,1289,104.7
Ava Police Dept,Southwest,2019,1274,103.5
Ava Police Dept,Southwest,2020,738,60.0
Ava Police Dept,Southwest,2021,919,74.7
Ava Police Dept,Southwest,2022,1387,112.7
Ava Police Dept,Southwest,2023,1126,91.5
Ava Police Dept,Southwest,2024,1448,117.6
Barry County Sheriff's Dept,Southwest,2014,175,100.0
Barry County Sheriff's Dept,Southwest,2015,233,133.1
Barry County Sheriff's Dept,Southwest,2016,211,120.6
Barry County Sheriff's Dept,Southwest,2017,187,106.9
Barry County Sheriff's Dept,Southwest,2018,346,197.7
Barry County Sheriff's Dept,Southwest,2019,128,73.1
Barry County Sheriff's Dept,Southwest,2020,176,100.6
Barry County Sheriff's Dept,Southwest,2021,633,361.7
Barry County Sheriff's Dept,Southwest,2022,440,251.4
Barry County Sheriff's Dept,Southwest,2023,399,228.0
Barry County Sheriff's Dept,Southwest,2024,173,98.9
Barton County Sheriff's Dept,Southwest,2014,363,100.0
Barton County Sheriff's Dept,Southwest,2015,150,41.3
Barton County Sheriff's Dept,Southwest,2016,336,92.6
Barton County Sheriff's Dept,Southwest,2017,335,92.3
Barton County Sheriff's Dept,Southwest,2018,717,197.5
Barton County Sheriff's Dept,Southwest,2019,344,94.8
Barton County Sheriff's Dept,Southwest,2020,196,54.0
Barton County Sheriff's Dept,Southwest,2021,104,28.7
Barton County Sheriff's Dept,Southwest,2022,180,49.6
Barton County Sheriff's Dept,Southwest,2023,137,37.7
Battlefield Police Dept,Southwest,2014,688,100.0
Battlefield Police Dept,Southwest,2015,621,90.3
Battlefield Police Dept,Southwest,2016,668,97.1
Battlefield Police Dept,Southwest,2017,925,134.4
Battlefield Police Dept,Southwest,2018,776,112.8
Battlefield Police Dept,Southwest,2019,725,105.4
Battlefield Police Dept,Southwest,2020,521,75.7
Battlefield Police Dept,Southwest,2021,573,83.3
Battlefield Police Dept,Southwest,2022,721,104.8
Battlefield Police Dept,Southwest,2023,1100,159.9
Battlefield Police Dept,Southwest,2024,1667,242.3
Billings Police Dept,Southwest,2014,1753,100.0
Billings Police Dept,Southwest,2015,1240,70.7
Billings Police Dept,Southwest,2016,1080,61.6
Billings Police Dept,Southwest,2017,847,48.3
Billings Police Dept,Southwest,2018,1064,60.7
Billings Police Dept,Southwest,2019,245,14.0
Billings Police Dept,Southwest,2020,232,13.2
Billings Police Dept,Southwest,2021,136,7.8
Billings Police Dept,Southwest,2022,192,11.0
Billings Police Dept,Southwest,2024,275,15.7
Bolivar Police Dept,Southwest,2014,4447,100.0
Bolivar Police Dept,Southwest,2015,5647,127.0
Bolivar Police Dept,Southwest,2016,4786,107.6
Bolivar Police Dept,Southwest,2017,5033,113.2
Bolivar Police Dept,Southwest,2018,2904,65.3
Bolivar Police Dept,Southwest,2019,2856,64.2
Bolivar Police Dept,Southwest,2020,2422,54.5
Bolivar Police Dept,Southwest,2021,2447,55.0
Bolivar Police Dept,Southwest,2022,1854,41.7
Bolivar Police Dept,Southwest,2023,1831,41.2
Bolivar Police Dept,Southwest,2024,2341,52.6
Branson Police Dept,Southwest,2014,5599,100.0
Branson Police Dept,Southwest,2015,3851,68.8
Branson Police Dept,Southwest,2016,1765,31.5
Branson Police Dept,Southwest,2017,1952,34.9
Branson Police Dept,Southwest,2018,2087,37.3
Branson Police Dept,Southwest,2019,2735,48.8
Branson Police Dept,Southwest,2020,2028,36.2
Branson Police Dept,Southwest,2021,1573,28.1
Branson Police Dept,Southwest,2022,2326,41.5
Branson Police Dept,Southwest,2023,3203,57.2
Branson Police Dept,Southwest,2024,4087,73.0
Branson West Police Dept,Southwest,2014,1802,100.0
Branson West Police Dept,Southwest,2015,1653,91.7
Branson West Police Dept,Southwest,2016,2156,119.6
Branson West Police Dept,Southwest,2017,1245,69.1
Branson West Police Dept,Southwest,2018,1453,80.6
Branson West Police Dept,Southwest,2019,1389,77.1
Branson West Police Dept,Southwest,2020,1219,67.6
Branson West Police Dept,Southwest,2021,1472,81.7
Branson West Police Dept,Southwest,2022,1393,77.3
Branson West Police Dept,Southwest,2023,1433,79.5
Branson West Police Dept,Southwest,2024,1260,69.9
Cabool Police Dept,Southwest,2014,665,100.0
Cabool Police Dept,Southwest,2015,638,95.9
Cabool Police Dept,Southwest,2016,663,99.7
Cabool Police Dept,Southwest,2017,829,124.7
Cabool Police Dept,Southwest,2018,891,134.0
Cabool Police Dept,Southwest,2019,936,140.8
Cabool Police Dept,Southwest,2020,478,71.9
Cabool Police Dept,Southwest,2021,792,119.1
Cabool Police Dept,Southwest,2022,771,115.9
Cabool Police Dept,Southwest,2023,1196,179.8
Cabool Police Dept,Southwest,2024,854,128.4
Carl Junction Police Dept,Southwest,2014,1449,100.0
Carl Junction Police Dept,Southwest,2015,1334,92.1
Carl Junction Police Dept,Southwest,2016,1546,106.7
Carl Junction Police Dept,Southwest,2017,1772,122.3
Carl Junction Police Dept,Southwest,2018,1464,101.0
Carl Junction Police Dept,Southwest,2019,833,57.5
Carl Junction Police Dept,Southwest,2020,1133,78.2
Carl Junction Police Dept,Southwest,2021,629,43.4
Carl Junction Police Dept,Southwest,2022,987,68.1
Carl Junction Police Dept,Southwest,2023,648,44.7
Carl Junction Police Dept,Southwest,2024,355,24.5
Carterville Police Dept,Southwest,2014,928,100.0
Carterville Police Dept,Southwest,2015,884,95.3
Carterville Police Dept,Southwest,2016,796,85.8
Carterville Police Dept,Southwest,2017,1655,178.3
Carterville Police Dept,Southwest,2018,1409,151.8
Carterville Police Dept,Southwest,2019,2006,216.2
Carterville Police Dept,Southwest,2020,909,98.0
Carterville Police Dept,Southwest,2021,509,54.8
Carterville Police Dept,Southwest,2022,844,90.9
Carterville Police Dept,Southwest,2023,604,65.1
Carterville Police Dept,Southwest,2024,925,99.7
Carthage Police Dept,Southwest,2014,4625,100.0
Carthage Police Dept,Southwest,2015,5635,121.8
Carthage Police Dept,Southwest,2016,5140,111.1
Carthage Police Dept,Southwest,2017,4213,91.1
Carthage Police Dept,Southwest,2018,5406,116.9
Carthage Police Dept,Southwest,2019,4356,94.2
Carthage Police Dept,Southwest,2020,2430,52.5
Carthage Police Dept,Southwest,2021,5964,129.0
Carthage Police Dept,Southwest,2022,5453,117.9
Carthage Police Dept,Southwest,2023,5134,111.0
Carthage Police Dept,Southwest,2024,5388,116.5
Cassville Police Dept,Southwest,2014,818,100.0
Cassville Police Dept,Southwest,2015,795,97.2
Cassville Police Dept,Southwest,2016,609,74.4
Cassville Police Dept,Southwest,2017,754,92.2
Cassville Police Dept,Southwest,2018,1173,143.4
Cassville Police Dept,Southwest,2019,2111,258.1
Cassville Police Dept,Southwest,2020,1088,133.0
Cassville Police Dept,Southwest,2021,920,112.5
Cassville Police Dept,Southwest,2022,795,97.2
Cassville Police Dept,Southwest,2023,526,64.3
Cassville Police Dept,Southwest,2024,1537,187.9
Cedar County Sheriff's Dept,Southwest,2014,935,100.0
Cedar County Sheriff's Dept,Southwest,2015,620,66.3
Cedar County Sheriff's Dept,Southwest,2016,553,59.1
Cedar County Sheriff's Dept,Southwest,2017,294,31.4
Cedar County Sheriff's Dept,Southwest,2018,280,29.9
Cedar County Sheriff's Dept,Southwest,2019,724,77.4
Cedar County Sheriff's Dept,Southwest,2020,691,73.9
Cedar County Sheriff's Dept,Southwest,2021,204,21.8
Cedar County Sheriff's Dept,Southwest,2022,686,73.4
Cedar County Sheriff's Dept,Southwest,2024,307,32.8
Christian County Sheriff's Dept,Southwest,2014,1463,100.0
Christian County Sheriff's Dept,Southwest,2015,2843,194.3
Christian County Sheriff's Dept,Southwest,2016,4326,295.7
Christian County Sheriff's Dept,Southwest,2017,5933,405.5
Christian County Sheriff's Dept,Southwest,2018,6521,445.7
Christian County Sheriff's Dept,Southwest,2019,5508,376.5
Christian County Sheriff's Dept,Southwest,2020,4359,297.9
Christian County Sheriff's Dept,Southwest,2021,4447,304.0
Christian County Sheriff's Dept,Southwest,2022,4029,275.4
Christian County Sheriff's Dept,Southwest,2023,3695,252.6
Christian County Sheriff's Dept,Southwest,2024,6732,460.2
Clinton Police Dept,Southwest,2014,1902,100.0
Clinton Police Dept,Southwest,2015,2549,134.0
Clinton Police Dept,Southwest,2016,1482,77.9
Clinton Police Dept,Southwest,2017,1491,78.4
Clinton Police Dept,Southwest,2018,1332,70.0
Clinton Police Dept,Southwest,2019,2352,123.7
Clinton Police Dept,Southwest,2020,1915,100.7
Clinton Police Dept,Southwest,2021,2250,118.3
Clinton Police Dept,Southwest,2022,1842,96.8
Clinton Police Dept,Southwest,2023,2835,149.1
Clinton Police Dept,Southwest,2024,1923,101.1
Dade County Sheriff's Dept,Southwest,2014,270,100.0
Dade County Sheriff's Dept,Southwest,2015,339,125.6
Dade County Sheriff's Dept,Southwest,2016,534,197.8
Dade County Sheriff's Dept,Southwest,2017,1047,387.8
Dade County Sheriff's Dept,Southwest,2018,393,145.6
Dade County Sheriff's Dept,Southwest,2019,561,207.8
Dade County Sheriff's Dept,Southwest,2020,481,178.1
Dade County Sheriff's Dept,Southwest,2021,407,150.7
Dade County Sheriff's Dept,Southwest,2022,254,94.1
Dade County Sheriff's Dept,Southwest,2024,175,64.8
Dallas County Sheriff's Dept,Southwest,2014,163,100.0
Dallas County Sheriff's Dept,Southwest,2015,115,70.6
Dallas County Sheriff's Dept,Southwest,2016,184,112.9
Dallas County Sheriff's Dept,Southwest,2017,331,203.1
Dallas County Sheriff's Dept,Southwest,2018,360,220.9
Dallas County Sheriff's Dept,Southwest,2019,324,198.8
Dallas County Sheriff's Dept,Southwest,2020,175,107.4
Dallas County Sheriff's Dept,Southwest,2022,539,330.7
Dallas County Sheriff's Dept,Southwest,2023,306,187.7
