Agency,Region,Year,Stops,Indexed
La Grange Police Dept,Other,2018,17,65.4
La Grange Police Dept,Other,2019,16,61.5
La Grange Police Dept,Other,2020,10,38.5
La Grange Police Dept,Other,2022,7,26.9
La Grange Police Dept,Other,2023,0,0.0
La Grange Police Dept,Other,2024,2,7.7
LaPlata Police Dept,Other,2014,30,100.0
LaPlata Police Dept,Other,2015,17,56.7
LaPlata Police Dept,Other,2016,15,50.0
LaPlata Police Dept,Other,2017,17,56.7
LaPlata Police Dept,Other,2018,9,30.0
LaPlata Police Dept,Other,2019,8,26.7
LaPlata Police Dept,Other,2020,16,53.3
LaPlata Police Dept,Other,2021,8,26.7
LaPlata Police Dept,Other,2022,22,73.3
LaPlata Police Dept,Other,2023,8,26.7
LaPlata Police Dept,Other,2024,15,50.0
Laddonia Police Dept,Other,2014,12,100.0
Laddonia Police Dept,Other,2015,35,291.7
Laddonia Police Dept,Other,2016,43,358.3
Laddonia Police Dept,Other,2017,36,300.0
Laddonia Police Dept,Other,2018,27,225.0
Laddonia Police Dept,Other,2020,1,8.3
Lake Ozark Police Dept,Other,2014,52,100.0
Lake Ozark Police Dept,Other,2015,54,103.8
Lake Ozark Police Dept,Other,2016,55,105.8
Lake Ozark Police Dept,Other,2017,86,165.4
Lake Ozark Police Dept,Other,2018,94,180.8
Lake Ozark Police Dept,Other,2019,68,130.8
Lake Ozark Police Dept,Other,2020,112,215.4
Lake Ozark Police Dept,Other,2021,110,211.5
Lake Ozark Police Dept,Other,2022,121,232.7
Lake Ozark Police Dept,Other,2023,36,69.2
Lake Ozark Police Dept,Other,2024,84,161.5
Lake Winnebago Police Dept,Other,2014,166,100.0
Lake Winnebago Police Dept,Other,2015,157,94.6
Lake Winnebago Police Dept,Other,2016,171,103.0
Lake Winnebago Police Dept,Other,2017,150,90.4
Lake Winnebago Police Dept,Other,2018,243,146.4
Lake Winnebago Police Dept,Other,2019,248,149.4
Lake Winnebago Police Dept,Other,2020,226,136.1
Lake Winnebago Police Dept,Other,2022,355,213.9
Lake Winnebago Police Dept,Other,2023,253,152.4
Lambert Airport Police Dept,Other,2014,143,100.0
Lambert Airport Police Dept,Other,2015,299,209.1
Lambert Airport Police Dept,Other,2016,225,157.3
Lambert Airport Police Dept,Other,2017,82,57.3
Lambert Airport Police Dept,Other,2018,36,25.2
Lambert Airport Police Dept,Other,2019,162,113.3
Lambert Airport Police Dept,Other,2020,134,93.7
Lambert Airport Police Dept,Other,2021,48,33.6
Lambert Airport Police Dept,Other,2023,13,9.1
Lathrop Police Dept,Other,2014,18,100.0
Lathrop Police Dept,Other,2015,10,55.6
Lathrop Police Dept,Other,2016,11,61.1
Lathrop Police Dept,Other,2017,10,55.6
Lathrop Police Dept,Other,2018,12,66.7
Lathrop Police Dept,Other,2019,11,61.1
Lathrop Police Dept,Other,2020,10,55.6
Lathrop Police Dept,Other,2021,13,72.2
Lathrop Police Dept,Other,2022,4,22.2
Lathrop Police Dept,Other,2023,10,55.6
Lathrop Police Dept,Other,2024,16,88.9
Leadington Police Dept,Other,2014,50,100.0
Leadington Police Dept,Other,2015,8,16.0
Leadington Police Dept,Other,2016,33,66.0
Leadington Police Dept,Other,2017,46,92.0
Leadington Police Dept,Other,2019,41,82.0
Leadington Police Dept,Other,2020,16,32.0
Leadington Police Dept,Other,2021,10,20.0
Leadington Police Dept,Other,2024,18,36.0
Leadwood Police Dept,Other,2014,10,100.0
Leadwood Police Dept,Other,2015,4,40.0
Leadwood Police Dept,Other,2016,17,170.0
Leadwood Police Dept,Other,2017,3,30.0
Leadwood Police Dept,Other,2018,17,170.0
Leadwood Police Dept,Other,2019,9,90.0
Leadwood Police Dept,Other,2020,0,0.0
Leadwood Police Dept,Other,2021,0,0.0
Leadwood Police Dept,Other,2023,4,40.0
Lincoln University Police Dept,Other,2014,51,100.0
Lincoln University Police Dept,Other,2015,28,54.9
Lincoln University Police Dept,Other,2016,99,194.1
Lincoln University Police Dept,Other,2017,103,202.0
Lincoln University Police Dept,Other,2018,259,507.8
Lincoln University Police Dept,Other,2019,172,337.3
Lincoln University Police Dept,Other,2020,59,115.7
Lincoln University Police Dept,Other,2021,67,131.4
Lincoln University Police Dept,Other,2022,58,113.7
Lincoln University Police Dept,Other,2023,46,90.2
Louisiana Police Dept,Other,2014,42,100.0
Louisiana Police Dept,Other,2015,86,204.8
Louisiana Police Dept,Other,2016,127,302.4
Louisiana Police Dept,Other,2017,125,297.6
Louisiana Police Dept,Other,2018,71,169.0
Louisiana Police Dept,Other,2019,78,185.7
Louisiana Police Dept,Other,2020,65,154.8
Louisiana Police Dept,Other,2022,66,157.1
Louisiana Police Dept,Other,2024,51,121.4
Lowry City Police Dept,Other,2014,27,100.0
Lowry City Police Dept,Other,2018,5,18.5
Lowry City Police Dept,Other,2020,0,0.0
Lowry City Police Dept,Other,2021,0,0.0
Macon Police Dept,Other,2014,153,100.0
Macon Police Dept,Other,2015,244,159.5
Macon Police Dept,Other,2016,309,202.0
Macon Police Dept,Other,2017,205,134.0
Macon Police Dept,Other,2018,259,169.3
Macon Police Dept,Other,2019,187,122.2
Macon Police Dept,Other,2020,203,132.7
Macon Police Dept,Other,2021,156,102.0
Macon Police Dept,Other,2022,199,130.1
Macon Police Dept,Other,2023,166,108.5
Macon Police Dept,Other,2024,108,70.6
Metropolitan Comm College PD,Other,2014,15,100.0
Metropolitan Comm College PD,Other,2015,8,53.3
Metropolitan Comm College PD,Other,2016,2,13.3
Metropolitan Comm College PD,Other,2017,2,13.3
Metropolitan Comm College PD,Other,2018,2,13.3
Metropolitan Comm College PD,Other,2019,1,6.7
Miner Police Dept,Other,2014,356,100.0
Miner Police Dept,Other,2015,171,48.0
Miner Police Dept,Other,2016,162,45.5
Miner Police Dept,Other,2017,322,90.4
Miner Police Dept,Other,2018,220,61.8
Miner Police Dept,Other,2019,197,55.3
Miner Police Dept,Other,2020,204,57.3
Miner Police Dept,Other,2022,273,76.7
Miner Police Dept,Other,2023,274,77.0
Miner Police Dept,Other,2024,363,102.0
Missouri Capitol Police,Other,2014,32,100.0
Missouri Capitol Police,Other,2015,11,34.4
Missouri Capitol Police,Other,2016,8,25.0
Missouri Capitol Police,Other,2017,15,46.9
Missouri Capitol Police,Other,2018,39,121.9
Missouri Capitol Police,Other,2019,45,140.6
Missouri Capitol Police,Other,2020,16,50.0
Missouri Capitol Police,Other,2021,54,168.8
Missouri Capitol Police,Other,2022,32,100.0
Missouri Capitol Police,Other,2023,76,237.5
Missouri Capitol Police,Other,2024,135,421.9
Missouri Dept Ntl Res-Park Ranger,Other,2014,81,100.0
Missouri Univ of Sci and Tech PD,Other,2014,53,100.0
Missouri Western St Univ PD,Other,2014,52,100.0
Monroe City Police Dept,Other,2014,60,100.0
Monroe City Police Dept,Other,2015,82,136.7
Monroe City Police Dept,Other,2016,93,155.0
Monroe City Police Dept,Other,2017,69,115.0
Monroe City Police Dept,Other,2018,63,105.0
Monroe City Police Dept,Other,2019,40,66.7
Monroe City Police Dept,Other,2020,41,68.3
Monroe City Police Dept,Other,2021,63,105.0
Monroe City Police Dept,Other,2022,91,151.7
Monroe City Police Dept,Other,2023,79,131.7
Monroe City Police Dept,Other,2024,63,105.0
Montgomery County Sheriff's Dept,Other,2014,12,100.0
Montgomery County Sheriff's Dept,Other,2015,11,91.7
Montgomery County Sheriff's Dept,Other,2016,22,183.3
Montgomery County Sheriff's Dept,Other,2017,43,358.3
Montgomery County Sheriff's Dept,Other,2018,33,275.0
Montgomery County Sheriff's Dept,Other,2019,35,291.7
Montgomery County Sheriff's Dept,Other,2020,26,216.7
Montgomery County Sheriff's Dept,Other,2021,58,483.3
Montgomery County Sheriff's Dept,Other,2022,70,583.3
Montgomery County Sheriff's Dept,Other,2023,125,1041.7
Montgomery County Sheriff's Dept,Other,2024,134,1116.7
Morehouse Police Dept,Other,2014,33,100.0
Morehouse Police Dept,Other,2015,30,90.9
Morehouse Police Dept,Other,2016,32,97.0
Morehouse Police Dept,Other,2017,27,81.8
Morehouse Police Dept,Other,2018,43,130.3
Morehouse Police Dept,Other,2019,30,90.9
Morehouse Police Dept,Other,2020,14,42.4
Mosby Police Dept,Other,2014,67,100.0
Moscow Mills Police Dept,Other,2014,136,100.0
Moscow Mills Police Dept,Other,2015,133,97.8
Moscow Mills Police Dept,Other,2016,104,76.5
Moscow Mills Police Dept,Other,2017,100,73.5
Moscow Mills Police Dept,Other,2018,137,100.7
Moscow Mills Police Dept,Other,2019,146,107.4
Moscow Mills Police Dept,Other,2020,131,96.3
Moscow Mills Police Dept,Other,2021,65,47.8
Moscow Mills Police Dept,Other,2022,65,47.8
Moscow Mills Police Dept,Other,2023,211,155.1
Moscow Mills Police Dept,Other,2024,111,81.6
NW MO St Univ PD,Other,2014,74,100.0
New Bloomfield Police Dept,Other,2014,14,100.0
New Bloomfield Police Dept,Other,2015,6,42.9
New Bloomfield Police Dept,Other,2016,4,28.6
New Bloomfield Police Dept,Other,2017,4,28.6
New Bloomfield Police Dept,Other,2018,5,35.7
New Bloomfield Police Dept,Other,2019,5,35.7
New Bloomfield Police Dept,Other,2020,2,14.3
New Bloomfield Police Dept,Other,2021,4,28.6
New Bloomfield Police Dept,Other,2022,2,14.3
New Franklin Police Dept,Other,2014,23,100.0
New Franklin Police Dept,Other,2015,28,121.7
New Franklin Police Dept,Other,2016,79,343.5
New Franklin Police Dept,Other,2017,38,165.2
New Franklin Police Dept,Other,2018,27,117.4
New Franklin Police Dept,Other,2019,4,17.4
Northmoor Police Dept,Other,2014,57,100.0
Northmoor Police Dept,Other,2015,100,175.4
Northmoor Police Dept,Other,2016,35,61.4
Northmoor Police Dept,Other,2017,97,170.2
Northmoor Police Dept,Other,2018,120,210.5
Northmoor Police Dept,Other,2019,78,136.8
Northmoor Police Dept,Other,2020,102,178.9
Northmoor Police Dept,Other,2021,188,329.8
Northmoor Police Dept,Other,2022,195,342.1
Northmoor Police Dept,Other,2023,146,256.1
Oakview Police Dept,Other,2014,198,100.0
Oakview Police Dept,Other,2015,124,62.6
Oakview Police Dept,Other,2016,94,47.5
Oakview Police Dept,Other,2017,96,48.5
Oakview Police Dept,Other,2018,182,91.9
Oakview Police Dept,Other,2019,100,50.5
Oakview Police Dept,Other,2020,62,31.3
Oakview Police Dept,Other,2021,236,119.2
Oakview Police Dept,Other,2022,137,69.2
Oakview Police Dept,Other,2023,171,86.4
Oronogo Police Dept,Other,2014,20,100.0
Oronogo Police Dept,Other,2015,21,105.0
Oronogo Police Dept,Other,2016,17,85.0
Oronogo Police Dept,Other,2017,17,85.0
Oronogo Police Dept,Other,2018,29,145.0
Oronogo Police Dept,Other,2019,42,210.0
Oronogo Police Dept,Other,2020,31,155.0
Oronogo Police Dept,Other,2021,46,230.0
Oronogo Police Dept,Other,2022,58,290.0
Oronogo Police Dept,Other,2023,39,195.0
Oronogo Police Dept,Other,2024,34,170.0
Orrick Police Dept,Other,2014,10,100.0
Orrick Police Dept,Other,2015,10,100.0
Orrick Police Dept,Other,2016,8,80.0
Orrick Police Dept,Other,2017,10,100.0
Orrick Police Dept,Other,2018,25,250.0
Orrick Police Dept,Other,2019,6,60.0
Orrick Police Dept,Other,2020,2,20.0
Orrick Police Dept,Other,2023,0,0.0
Orrick Police Dept,Other,2024,0,0.0
Osage Beach Police Dept,Other,2014,94,100.0
Osage Beach Police Dept,Other,2015,97,103.2
Osage Beach Police Dept,Other,2016,127,135.1
Osage Beach Police Dept,Other,2017,142,151.1
Osage Beach Police Dept,Other,2018,111,118.1
Osage Beach Police Dept,Other,2019,120,127.7
Osage Beach Police Dept,Other,2020,83,88.3
Osage Beach Police Dept,Other,2021,74,78.7
Osage Beach Police Dept,Other,2022,96,102.1
Osage Beach Police Dept,Other,2023,134,142.6
Osage Beach Police Dept,Other,2024,189,201.1
Osceola Police Dept,Other,2014,39,100.0
Osceola Police Dept,Other,2015,36,92.3
Osceola Police Dept,Other,2016,42,107.7
Osceola Police Dept,Other,2017,98,251.3
Osceola Police Dept,Other,2018,55,141.0
Osceola Police Dept,Other,2019,28,71.8
Osceola Police Dept,Other,2020,31,79.5
Osceola Police Dept,Other,2021,33,84.6
Osceola Police Dept,Other,2023,81,207.7
Osceola Police Dept,Other,2024,68,174.4
Palmyra Police Dept,Other,2014,118,100.0
Palmyra Police Dept,Other,2015,162,137.3
Palmyra Police Dept,Other,2016,145,122.9
Palmyra Police Dept,Other,2017,155,131.4
Palmyra Police Dept,Other,2018,155,131.4
Palmyra Police Dept,Other,2019,135,114.4
Palmyra Police Dept,Other,2020,192,162.7
Palmyra Police Dept,Other,2021,122,103.4
Palmyra Police Dept,Other,2022,163,138.1
Palmyra Police Dept,Other,2023,132,111.9
Palmyra Police Dept,Other,2024,143,121.2
Parkville Police Dept,Other,2014,318,100.0
Parkville Police Dept,Other,2015,305,95.9
Parkville Police Dept,Other,2016,278,87.4
Parkville Police Dept,Other,2017,284,89.3
Parkville Police Dept,Other,2018,318,100.0
Parkville Police Dept,Other,2019,319,100.3
Parkville Police Dept,Other,2020,133,41.8
Parkville Police Dept,Other,2021,203,63.8
Parkville Police Dept,Other,2022,184,57.9
Parkville Police Dept,Other,2023,157,49.4
Parkville Police Dept,Other,2024,218,68.6
Parma Police Dept,Other,2014,97,100.0
Parma Police Dept,Other,2020,1,1.0
Pevely Police Dept,Other,2014,137,100.0
Pevely Police Dept,Other,2015,102,74.5
Pevely Police Dept,Other,2016,109,79.6
Pevely Police Dept,Other,2017,213,155.5
Pevely Police Dept,Other,2018,162,118.2
Pevely Police Dept,Other,2019,55,40.1
Pevely Police Dept,Other,2020,50,36.5
Pevely Police Dept,Other,2021,47,34.3
Pevely Police Dept,Other,2022,49,35.8
Pevely Police Dept,Other,2023,81,59.1
Pevely Police Dept,Other,2024,79,57.7
Platte Woods Police Dept,Other,2014,130,100.0
Platte Woods Police Dept,Other,2015,116,89.2
Platte Woods Police Dept,Other,2016,124,95.4
Platte Woods Police Dept,Other,2017,90,69.2
Platte Woods Police Dept,Other,2018,179,137.7
Platte Woods Police Dept,Other,2019,171,131.5
Platte Woods Police Dept,Other,2020,78,60.0
Platte Woods Police Dept,Other,2021,179,137.7
Platte Woods Police Dept,Other,2022,227,174.6
Platte Woods Police Dept,Other,2024,7,5.4
Plattsburg Police Dept,Other,2014,41,100.0
Plattsburg Police Dept,Other,2015,38,92.7
Plattsburg Police Dept,Other,2016,36,87.8
Plattsburg Police Dept,Other,2017,71,173.2
Plattsburg Police Dept,Other,2018,83,202.4
Plattsburg Police Dept,Other,2019,63,153.7
Plattsburg Police Dept,Other,2020,36,87.8
Plattsburg Police Dept,Other,2021,24,58.5
Plattsburg Police Dept,Other,2022,29,70.7
Plattsburg Police Dept,Other,2023,45,109.8
Portageville Police Dept,Other,2014,97,100.0
Portageville Police Dept,Other,2015,113,116.5
Portageville Police Dept,Other,2016,138,142.3
Portageville Police Dept,Other,2017,127,130.9
Portageville Police Dept,Other,2018,77,79.4
Portageville Police Dept,Other,2019,49,50.5
Portageville Police Dept,Other,2020,28,28.9
Portageville Police Dept,Other,2022,95,97.9
Portageville Police Dept,Other,2023,77,79.4
Portageville Police Dept,Other,2024,123,126.8
Queen City Police Dept,Other,2014,35,100.0
Queen City Police Dept,Other,2015,25,71.4
Queen City Police Dept,Other,2016,35,100.0
Queen City Police Dept,Other,2017,11,31.4
Queen City Police Dept,Other,2018,4,11.4
Queen City Police Dept,Other,2019,4,11.4
Queen City Police Dept,Other,2020,4,11.4
Queen City Police Dept,Other,2021,3,8.6
Queen City Police Dept,Other,2022,4,11.4
Queen City Police Dept,Other,2023,5,14.3
Queen City Police Dept,Other,2024,9,25.7
Richland Police Dept,Other,2014,15,100.0
Richland Police Dept,Other,2015,11,73.3
Richland Police Dept,Other,2016,10,66.7
Richland Police Dept,Other,2017,8,53.3
Richland Police Dept,Other,2018,9,60.0
Richland Police Dept,Other,2019,3,20.0
Richland Police Dept,Other,2020,2,13.3
Richland Police Dept,Other,2021,4,26.7
Richland Police Dept,Other,2022,9,60.0
Richland Police Dept,Other,2023,3,20.0
Richland Police Dept,Other,2024,14,93.3
Riverview Police Dept,Other,2014,469,100.0
Riverview Police Dept,Other,2015,410,87.4
Riverview Police Dept,Other,2016,198,42.2
Riverview Police Dept,Other,2017,471,100.4
Riverview Police Dept,Other,2018,370,78.9
Riverview Police Dept,Other,2019,388,82.7
Riverview Police Dept,Other,2020,141,30.1
Riverview Police Dept,Other,2021,184,39.2
Riverview Police Dept,Other,2022,76,16.2
Riverview Police Dept,Other,2023,59,12.6
Riverview Police Dept,Other,2024,69,14.7
Rock Port Police Dept,Other,2014,24,100.0
Rock Port Police Dept,Other,2015,22,91.7
Rock Port Police Dept,Other,2016,19,79.2
Rock Port Police Dept,Other,2017,14,58.3
Rock Port Police Dept,Other,2018,33,137.5
Rock Port Police Dept,Other,2019,31,129.2
Rock Port Police Dept,Other,2020,30,125.0
Rock Port Police Dept,Other,2021,20,83.3
Rock Port Police Dept,Other,2022,4,16.7
Rock Port Police Dept,Other,2023,4,16.7
Rock Port Police Dept,Other,2024,2,8.3
Rogersville Police Dept,Other,2014,13,100.0
Rogersville Police Dept,Other,2015,5,38.5
Rogersville Police Dept,Other,2016,27,207.7
Rogersville Police Dept,Other,2017,48,369.2
Rogersville Police Dept,Other,2018,49,376.9
Rogersville Police Dept,Other,2019,38,292.3
Rogersville Police Dept,Other,2020,40,307.7
Rogersville Police Dept,Other,2021,49,376.9
Rogersville Police Dept,Other,2022,53,407.7
Rogersville Police Dept,Other,2023,68,523.1
Rogersville Police Dept,Other,2024,30,230.8
SE MO St Univ - DPS,Other,2014,27,100.0
Shelbina Police Dept,Other,2014,98,100.0
Shelbina Police Dept,Other,2015,144,146.9
Shelbina Police Dept,Other,2016,96,98.0
Shelbina Police Dept,Other,2017,134,136.7
Shelbina Police Dept,Other,2018,200,204.1
Shelbina Police Dept,Other,2019,238,242.9
Shelbina Police Dept,Other,2020,104,106.1
Shelbina Police Dept,Other,2021,137,139.8
Shelbina Police Dept,Other,2022,160,163.3
Shelbina Police Dept,Other,2023,88,89.8
St Charles City Parks & Rec Dept,Other,2014,33,100.0
St Charles City Parks & Rec Dept,Other,2015,39,118.2
St Charles City Parks & Rec Dept,Other,2016,1,3.0
St Charles City Parks & Rec Dept,Other,2017,12,36.4
St Charles City Parks & Rec Dept,Other,2018,8,24.2
St Charles City Parks & Rec Dept,Other,2019,12,36.4
St Clair Police Dept,Other,2014,48,100.0
St Clair Police Dept,Other,2015,48,100.0
St Clair Police Dept,Other,2016,46,95.8
St Clair Police Dept,Other,2017,45,93.8
St Clair Police Dept,Other,2018,65,135.4
St Clair Police Dept,Other,2019,43,89.6
St Clair Police Dept,Other,2020,42,87.5
St Clair Police Dept,Other,2021,46,95.8
St Clair Police Dept,Other,2022,53,110.4
St Clair Police Dept,Other,2023,71,147.9
St Clair Police Dept,Other,2024,42,87.5
St Peters Ranger Enforcement Div,Other,2014,17,100.0
Ste Genevieve Co Sheriff's Dept,Other,2014,325,100.0
Ste Genevieve Co Sheriff's Dept,Other,2015,410,126.2
Ste Genevieve Co Sheriff's Dept,Other,2016,483,148.6
Ste Genevieve Co Sheriff's Dept,Other,2017,404,124.3
Ste Genevieve Co Sheriff's Dept,Other,2018,340,104.6
Ste Genevieve Co Sheriff's Dept,Other,2019,367,112.9
Ste Genevieve Co Sheriff's Dept,Other,2020,153,47.1
Ste Genevieve Co Sheriff's Dept,Other,2021,179,55.1
Ste Genevieve Co Sheriff's Dept,Other,2022,230,70.8
Ste Genevieve Co Sheriff's Dept,Other,2023,532,163.7
Ste Genevieve Co Sheriff's Dept,Other,2024,503,154.8
Steele Police Dept,Other,2014,58,100.0
Steele Police Dept,Other,2015,27,46.6
Steele Police Dept,Other,2016,62,106.9
Steele Police Dept,Other,2017,14,24.1
Steele Police Dept,Other,2018,27,46.6
Steele Police Dept,Other,2019,14,24.1
Steele Police Dept,Other,2020,22,37.9
Steele Police Dept,Other,2021,30,51.7
Steele Police Dept,Other,2022,18,31.0
Steele Police Dept,Other,2023,46,79.3
Steele Police Dept,Other,2024,6,10.3
Steelville Police Dept,Other,2014,67,100.0
Steelville Police Dept,Other,2015,4,6.0
Steelville Police Dept,Other,2016,7,10.4
Steelville Police Dept,Other,2017,1,1.5
Steelville Police Dept,Other,2018,2,3.0
Steelville Police Dept,Other,2019,3,4.5
Steelville Police Dept,Other,2020,2,3.0
Steelville Police Dept,Other,2021,5,7.5
Steelville Police Dept,Other,2022,9,13.4
Steelville Police Dept,Other,2023,12,17.9
Steelville Police Dept,Other,2024,6,9.0
Tarkio Police Dept,Other,2014,20,100.0
Tarkio Police Dept,Other,2015,9,45.0
Tarkio Police Dept,Other,2016,7,35.0
Tarkio Police Dept,Other,2017,10,50.0
Tarkio Police Dept,Other,2018,6,30.0
Tarkio Police Dept,Other,2019,8,40.0
Tarkio Police Dept,Other,2020,4,20.0
Tarkio Police Dept,Other,2021,5,25.0
Tarkio Police Dept,Other,2022,9,45.0
Tarkio Police Dept,Other,2023,3,15.0
Tarkio Police Dept,Other,2024,4,20.0
Terre Du Lac Police Dept,Other,2014,11,100.0
Terre Du Lac Police Dept,Other,2015,8,72.7
Terre Du Lac Police Dept,Other,2016,23,209.1
Terre Du Lac Police Dept,Other,2017,10,90.9
Terre Du Lac Police Dept,Other,2018,6,54.5
Terre Du Lac Police Dept,Other,2019,6,54.5
Terre Du Lac Police Dept,Other,2020,0,0.0
Tracy Police Dept,Other,2014,18,100.0
Tracy Police Dept,Other,2015,14,77.8
Tracy Police Dept,Other,2016,23,127.8
Tracy Police Dept,Other,2017,20,111.1
Tracy Police Dept,Other,2018,14,77.8
Tracy Police Dept,Other,2019,23,127.8
Tracy Police Dept,Other,2020,5,27.8
Tracy Police Dept,Other,2021,12,66.7
Tracy Police Dept,Other,2022,7,38.9
Tracy Police Dept,Other,2023,7,38.9
Tracy Police Dept,Other,2024,7,38.9
Truesdale Police Dept,Other,2014,14,100.0
Truesdale Police Dept,Other,2015,23,164.3
Truesdale Police Dept,Other,2016,37,264.3
Truesdale Police Dept,Other,2017,35,250.0
Truesdale Police Dept,Other,2018,11,78.6
Truesdale Police Dept,Other,2019,37,264.3
Truesdale Police Dept,Other,2020,36,257.1
Truesdale Police Dept,Other,2021,32,228.6
Truesdale Police Dept,Other,2022,42,300.0
Truesdale Police Dept,Other,2023,26,185.7
Truesdale Police Dept,Other,2024,24,171.4
Truman State Univ - Dept of PS,Other,2014,13,100.0
Truman State Univ - Dept of PS,Other,2015,10,76.9
Truman State Univ - Dept of PS,Other,2016,13,100.0
Truman State Univ - Dept of PS,Other,2017,21,161.5
Truman State Univ - Dept of PS,Other,2018,79,607.7
UCM - Dept of Public Safety,Other,2014,189,100.0
UCM - Dept of Public Safety,Other,2015,151,79.9
UCM - Dept of Public Safety,Other,2016,152,80.4
UCM - Dept of Public Safety,Other,2017,115,60.8
UCM - Dept of Public Safety,Other,2018,164,86.8
UCM - Dept of Public Safety,Other,2019,168,88.9
Union Pacific Railroad Police - KC,Other,2014,12,100.0
Univ of Missouri-Columbia PD,Other,2014,469,100.0
Univ of Missouri-Columbia PD,Other,2015,455,97.0
Univ of Missouri-Columbia PD,Other,2016,719,153.3
Univ of Missouri-Columbia PD,Other,2017,1088,232.0
Univ of Missouri-Columbia PD,Other,2018,1206,257.1
Univ of Missouri-Kansas City PD,Other,2014,138,100.0
Univ of Missouri-Kansas City PD,Other,2017,207,150.0
Univ of Missouri-Kansas City PD,Other,2018,154,111.6
Univ of Missouri-St Louis PD,Other,2014,41,100.0
Univ of Missouri-St Louis PD,Other,2015,18,43.9
Univ of Missouri-St Louis PD,Other,2016,14,34.1
Univ of Missouri-St Louis PD,Other,2017,9,22.0
Univ of Missouri-St Louis PD,Other,2018,32,78.0
Urbana Police Dept,Other,2014,11,100.0
Urbana Police Dept,Other,2015,4,36.4
Urbana Police Dept,Other,2016,4,36.4
Urbana Police Dept,Other,2017,6,54.5
Urbana Police Dept,Other,2018,6,54.5
Vienna Police Dept,Other,2014,23,100.0
Vienna Police Dept,Other,2015,42,182.6
Vienna Police Dept,Other,2016,67,291.3
Vienna Police Dept,Other,2017,58,252.2
Vienna Police Dept,Other,2018,35,152.2
Vienna Police Dept,Other,2019,31,134.8
Vienna Police Dept,Other,2020,39,169.6
Vienna Police Dept,Other,2021,38,165.2
Vienna Police Dept,Other,2022,52,226.1
Vienna Police Dept,Other,2023,59,256.5
Vienna Police Dept,Other,2024,41,178.3
Wardell Police Dept,Other,2014,32,100.0
Wardell Police Dept,Other,2015,30,93.8
Wardell Police Dept,Other,2016,59,184.4
Wardell Police Dept,Other,2018,3,9.4
Washington University Police Dept,Other,2014,13,100.0
Washington University Police Dept,Other,2015,10,76.9
Washington University Police Dept,Other,2016,4,30.8
Washington University Police Dept,Other,2017,1,7.7
Washington University Police Dept,Other,2018,16,123.1
Washington University Police Dept,Other,2019,7,53.8
Washington University Police Dept,Other,2020,9,69.2
Washington University Police Dept,Other,2021,9,69.2
Washington University Police Dept,Other,2022,5,38.5
Washington University Police Dept,Other,2023,7,53.8
Wellsville Police Dept,Other,2014,18,100.0
Wellsville Police Dept,Other,2015,8,44.4
Wellsville Police Dept,Other,2016,17,94.4
Wellsville Police Dept,Other,2017,29,161.1
Wellsville Police Dept,Other,2018,10,55.6
Wellsville Police Dept,Other,2019,18,100.0
Wellsville Police Dept,Other,2020,12,66.7
Wellsville Police Dept,Other,2021,18,100.0
Wellsville Police Dept,Other,2022,36,200.0
Wellsville Police Dept,Other,2023,38,211.1
Wellsville Police Dept,Other,2024,13,72.2
Winfield Police Dept,Other,2014,67,100.0
Winfield Police Dept,Other,2015,63,94.0
Winfield Police Dept,Other,2016,60,89.6
Winfield Police Dept,Other,2017,0,0.0
Winfield Police Dept,Other,2018,78,116.4
Winfield Police Dept,Other,2019,97,144.8
Winfield Police Dept,Other,2020,31,46.3
Winfield Police Dept,Other,2021,60,89.6
Winfield Police Dept,Other,2022,54,80.6
Winfield Police Dept,Other,2023,52,77.6
Winfield Police Dept,Other,2024,14,20.9
Winona Police Dept,Other,2014,19,100.0
Winona Police Dept,Other,2015,17,89.5
Winona Police Dept,Other,2016,38,200.0
Winona Police Dept,Other,2017,25,131.6
Winona Police Dept,Other,2018,20,105.3
Winona Police Dept,Other,2022,1,5.3
Winona Police Dept,Other,2023,0,0.0
Winona Police Dept,Other,2024,13,68.4
Wright City Police Dept,Other,2014,211,100.0
Wright City Police Dept,Other,2015,157,74.4
Wright City Police Dept,Other,2016,151,71.6
Wright City Police Dept,Other,2017,176,83.4
Wright City Police Dept,Other,2018,274,129.9
Wright City Police Dept,Other,2019,334,158.3
Wright City Police Dept,Other,2020,257,121.8
Wright City Police Dept,Other,2021,253,119.9
Wright City Police Dept,Other,2022,244,115.6
Wright City Police Dept,Other,2023,168,79.6
Wright City Police Dept,Other,2024,257,121.8
Arnold Police Dept,STL Metro,2014,359,100.0
Arnold Police Dept,STL Metro,2015,394,109.7
Arnold Police Dept,STL Metro,2016,448,124.8
Arnold Police Dept,STL Metro,2017,575,160.2
Arnold Police Dept,STL Metro,2018,458,127.6
Arnold Police Dept,STL Metro,2019,476,132.6
Arnold Police Dept,STL Metro,2020,318,88.6
Arnold Police Dept,STL Metro,2021,366,101.9
Arnold Police Dept,STL Metro,2022,369,102.8
Arnold Police Dept,STL Metro,2023,427,118.9
Ballwin Police Dept,STL Metro,2014,355,100.0
Ballwin Police Dept,STL Metro,2015,496,139.7
Ballwin Police Dept,STL Metro,2016,458,129.0
Ballwin Police Dept,STL Metro,2017,655,184.5
Ballwin Police Dept,STL Metro,2018,674,189.9
Ballwin Police Dept,STL Metro,2019,526,148.2
