Agency,Region,Year,Stops,Indexed
Purdy Police Dept,Other,2015,25,100.0
Purdy Police Dept,Other,2016,47,188.0
Purdy Police Dept,Other,2017,36,144.0
Purdy Police Dept,Other,2018,28,112.0
Purdy Police Dept,Other,2019,28,112.0
Purdy Police Dept,Other,2020,17,68.0
Purdy Police Dept,Other,2021,18,72.0
Purdy Police Dept,Other,2022,15,60.0
Purdy Police Dept,Other,2023,19,76.0
Purdy Police Dept,Other,2024,17,68.0
Richland Police Dept,Other,2014,10,100.0
Richland Police Dept,Other,2015,15,150.0
Richland Police Dept,Other,2016,6,60.0
Richland Police Dept,Other,2017,5,50.0
Richland Police Dept,Other,2018,5,50.0
Richland Police Dept,Other,2019,2,20.0
Richland Police Dept,Other,2020,5,50.0
Richland Police Dept,Other,2021,10,100.0
Richland Police Dept,Other,2022,3,30.0
Richland Police Dept,Other,2023,0,0.0
Richland Police Dept,Other,2024,7,70.0
Seligman Police Dept,Other,2014,33,100.0
Seligman Police Dept,Other,2015,40,121.2
Seligman Police Dept,Other,2016,34,103.0
Seligman Police Dept,Other,2017,10,30.3
Seligman Police Dept,Other,2018,17,51.5
Seligman Police Dept,Other,2019,19,57.6
Seligman Police Dept,Other,2020,0,0.0
Seligman Police Dept,Other,2021,0,0.0
Seligman Police Dept,Other,2022,21,63.6
Seligman Police Dept,Other,2023,33,100.0
Seligman Police Dept,Other,2024,54,163.6
Shelbina Police Dept,Other,2014,29,100.0
Shelbina Police Dept,Other,2015,34,117.2
Shelbina Police Dept,Other,2016,24,82.8
Shelbina Police Dept,Other,2017,57,196.6
Shelbina Police Dept,Other,2018,91,313.8
Shelbina Police Dept,Other,2019,66,227.6
Shelbina Police Dept,Other,2020,22,75.9
Shelbina Police Dept,Other,2021,29,100.0
Shelbina Police Dept,Other,2022,48,165.5
Shelbina Police Dept,Other,2023,39,134.5
Southwest City Police Dept,Other,2014,52,100.0
Southwest City Police Dept,Other,2015,49,94.2
Southwest City Police Dept,Other,2016,29,55.8
Southwest City Police Dept,Other,2017,14,26.9
Southwest City Police Dept,Other,2018,14,26.9
Southwest City Police Dept,Other,2019,34,65.4
Southwest City Police Dept,Other,2020,4,7.7
Southwest City Police Dept,Other,2021,64,123.1
Southwest City Police Dept,Other,2022,158,303.8
Southwest City Police Dept,Other,2023,289,555.8
Southwest City Police Dept,Other,2024,193,371.2
Ste Genevieve Co Sheriff's Dept,Other,2014,32,100.0
Ste Genevieve Co Sheriff's Dept,Other,2015,49,153.1
Ste Genevieve Co Sheriff's Dept,Other,2016,58,181.2
Ste Genevieve Co Sheriff's Dept,Other,2017,33,103.1
Ste Genevieve Co Sheriff's Dept,Other,2018,27,84.4
Ste Genevieve Co Sheriff's Dept,Other,2019,37,115.6
Ste Genevieve Co Sheriff's Dept,Other,2020,8,25.0
Ste Genevieve Co Sheriff's Dept,Other,2021,9,28.1
Ste Genevieve Co Sheriff's Dept,Other,2022,28,87.5
Ste Genevieve Co Sheriff's Dept,Other,2023,33,103.1
Ste Genevieve Co Sheriff's Dept,Other,2024,44,137.5
UCM - Dept of Public Safety,Other,2014,14,100.0
UCM - Dept of Public Safety,Other,2015,11,78.6
UCM - Dept of Public Safety,Other,2016,18,128.6
UCM - Dept of Public Safety,Other,2017,13,92.9
UCM - Dept of Public Safety,Other,2018,16,114.3
UCM - Dept of Public Safety,Other,2019,33,235.7
Univ of Missouri-Kansas City PD,Other,2014,25,100.0
Univ of Missouri-Kansas City PD,Other,2017,25,100.0
Univ of Missouri-Kansas City PD,Other,2018,17,68.0
Urbana Police Dept,Other,2014,10,100.0
Urbana Police Dept,Other,2015,1,10.0
Urbana Police Dept,Other,2016,5,50.0
Urbana Police Dept,Other,2017,2,20.0
Urbana Police Dept,Other,2018,1,10.0
Verona Police Dept,Other,2014,34,100.0
Verona Police Dept,Other,2015,38,111.8
Verona Police Dept,Other,2016,35,102.9
Verona Police Dept,Other,2017,20,58.8
Verona Police Dept,Other,2018,68,200.0
Verona Police Dept,Other,2019,101,297.1
Verona Police Dept,Other,2020,74,217.6
Verona Police Dept,Other,2021,51,150.0
Verona Police Dept,Other,2022,20,58.8
Verona Police Dept,Other,2023,5,14.7
Winfield Police Dept,Other,2014,12,100.0
Winfield Police Dept,Other,2015,19,158.3
Winfield Police Dept,Other,2016,15,125.0
Winfield Police Dept,Other,2017,9,75.0
Winfield Police Dept,Other,2018,12,100.0
Winfield Police Dept,Other,2019,23,191.7
Winfield Police Dept,Other,2020,0,0.0
Winfield Police Dept,Other,2021,0,0.0
Winfield Police Dept,Other,2022,0,0.0
Winfield Police Dept,Other,2023,5,41.7
Winfield Police Dept,Other,2024,10,83.3
Wright City Police Dept,Other,2014,99,100.0
Wright City Police Dept,Other,2015,71,71.7
Wright City Police Dept,Other,2016,59,59.6
Wright City Police Dept,Other,2017,77,77.8
Wright City Police Dept,Other,2018,79,79.8
Wright City Police Dept,Other,2019,97,98.0
Wright City Police Dept,Other,2020,65,65.7
Wright City Police Dept,Other,2021,64,64.6
Wright City Police Dept,Other,2022,82,82.8
Wright City Police Dept,Other,2023,90,90.9
Wright City Police Dept,Other,2024,116,117.2
Arnold Police Dept,STL Metro,2014,37,100.0
Arnold Police Dept,STL Metro,2015,48,129.7
Arnold Police Dept,STL Metro,2016,49,132.4
Arnold Police Dept,STL Metro,2017,53,143.2
Arnold Police Dept,STL Metro,2018,63,170.3
Arnold Police Dept,STL Metro,2019,49,132.4
Arnold Police Dept,STL Metro,2020,28,75.7
Arnold Police Dept,STL Metro,2021,32,86.5
Arnold Police Dept,STL Metro,2022,32,86.5
Arnold Police Dept,STL Metro,2023,61,164.9
Ballwin Police Dept,STL Metro,2014,83,100.0
Ballwin Police Dept,STL Metro,2015,100,120.5
Ballwin Police Dept,STL Metro,2016,65,78.3
Ballwin Police Dept,STL Metro,2017,63,75.9
Ballwin Police Dept,STL Metro,2018,67,80.7
Ballwin Police Dept,STL Metro,2019,58,69.9
Ballwin Police Dept,STL Metro,2020,12,14.5
Ballwin Police Dept,STL Metro,2021,15,18.1
Ballwin Police Dept,STL Metro,2022,8,9.6
Ballwin Police Dept,STL Metro,2023,55,66.3
Ballwin Police Dept,STL Metro,2024,109,131.3
Bel-Ridge Police Dept,STL Metro,2014,17,100.0
Bel-Ridge Police Dept,STL Metro,2015,13,76.5
Bel-Ridge Police Dept,STL Metro,2016,9,52.9
Bel-Ridge Police Dept,STL Metro,2017,16,94.1
Bel-Ridge Police Dept,STL Metro,2018,43,252.9
Bel-Ridge Police Dept,STL Metro,2019,16,94.1
Bel-Ridge Police Dept,STL Metro,2020,4,23.5
Bel-Ridge Police Dept,STL Metro,2022,0,0.0
Bel-Ridge Police Dept,STL Metro,2023,2,11.8
Bel-Ridge Police Dept,STL Metro,2024,5,29.4
Bella Villa Police Dept,STL Metro,2014,18,100.0
Bella Villa Police Dept,STL Metro,2015,14,77.8
Bella Villa Police Dept,STL Metro,2016,10,55.6
Bella Villa Police Dept,STL Metro,2017,16,88.9
Bella Villa Police Dept,STL Metro,2018,16,88.9
Bella Villa Police Dept,STL Metro,2019,4,22.2
Bella Villa Police Dept,STL Metro,2020,4,22.2
Bella Villa Police Dept,STL Metro,2021,2,11.1
Bella Villa Police Dept,STL Metro,2022,95,527.8
Bella Villa Police Dept,STL Metro,2023,126,700.0
Breckenridge Hills Police Dept,STL Metro,2014,42,100.0
Breckenridge Hills Police Dept,STL Metro,2015,35,83.3
Breckenridge Hills Police Dept,STL Metro,2016,85,202.4
Breckenridge Hills Police Dept,STL Metro,2017,56,133.3
Breckenridge Hills Police Dept,STL Metro,2019,127,302.4
Breckenridge Hills Police Dept,STL Metro,2022,1,2.4
Breckenridge Hills Police Dept,STL Metro,2023,3,7.1
Breckenridge Hills Police Dept,STL Metro,2024,9,21.4
Bridgeton Police Dept,STL Metro,2014,152,100.0
Bridgeton Police Dept,STL Metro,2015,93,61.2
Bridgeton Police Dept,STL Metro,2016,124,81.6
Bridgeton Police Dept,STL Metro,2017,112,73.7
Bridgeton Police Dept,STL Metro,2018,88,57.9
Bridgeton Police Dept,STL Metro,2019,64,42.1
Bridgeton Police Dept,STL Metro,2020,54,35.5
Bridgeton Police Dept,STL Metro,2021,85,55.9
Bridgeton Police Dept,STL Metro,2022,63,41.4
Bridgeton Police Dept,STL Metro,2023,77,50.7
Bridgeton Police Dept,STL Metro,2024,155,102.0
Calverton Park Police Dept,STL Metro,2014,21,100.0
Calverton Park Police Dept,STL Metro,2015,19,90.5
Calverton Park Police Dept,STL Metro,2016,28,133.3
Calverton Park Police Dept,STL Metro,2017,15,71.4
Calverton Park Police Dept,STL Metro,2018,24,114.3
Calverton Park Police Dept,STL Metro,2019,17,81.0
Calverton Park Police Dept,STL Metro,2020,4,19.0
Calverton Park Police Dept,STL Metro,2021,3,14.3
Calverton Park Police Dept,STL Metro,2022,16,76.2
Calverton Park Police Dept,STL Metro,2023,24,114.3
Chesterfield Police Dept,STL Metro,2014,69,100.0
Chesterfield Police Dept,STL Metro,2015,55,79.7
Chesterfield Police Dept,STL Metro,2016,91,131.9
Chesterfield Police Dept,STL Metro,2017,88,127.5
Chesterfield Police Dept,STL Metro,2018,120,173.9
Chesterfield Police Dept,STL Metro,2019,198,287.0
Chesterfield Police Dept,STL Metro,2020,60,87.0
Chesterfield Police Dept,STL Metro,2021,61,88.4
Chesterfield Police Dept,STL Metro,2022,115,166.7
Chesterfield Police Dept,STL Metro,2023,215,311.6
Chesterfield Police Dept,STL Metro,2024,342,495.7
Clayton Police Dept,STL Metro,2014,43,100.0
Clayton Police Dept,STL Metro,2015,41,95.3
Clayton Police Dept,STL Metro,2016,24,55.8
Clayton Police Dept,STL Metro,2017,32,74.4
Clayton Police Dept,STL Metro,2018,30,69.8
Clayton Police Dept,STL Metro,2019,34,79.1
Clayton Police Dept,STL Metro,2020,15,34.9
Clayton Police Dept,STL Metro,2021,42,97.7
Clayton Police Dept,STL Metro,2022,77,179.1
Clayton Police Dept,STL Metro,2023,100,232.6
Clayton Police Dept,STL Metro,2024,144,334.9
Crestwood Police Dept,STL Metro,2014,26,100.0
Crestwood Police Dept,STL Metro,2015,39,150.0
Crestwood Police Dept,STL Metro,2016,33,126.9
Crestwood Police Dept,STL Metro,2017,13,50.0
Crestwood Police Dept,STL Metro,2018,19,73.1
Crestwood Police Dept,STL Metro,2019,14,53.8
Crestwood Police Dept,STL Metro,2020,2,7.7
Crestwood Police Dept,STL Metro,2021,5,19.2
Crestwood Police Dept,STL Metro,2022,7,26.9
Crestwood Police Dept,STL Metro,2023,15,57.7
Crestwood Police Dept,STL Metro,2024,19,73.1
Creve Coeur Police Dept,STL Metro,2014,49,100.0
Creve Coeur Police Dept,STL Metro,2015,36,73.5
Creve Coeur Police Dept,STL Metro,2016,41,83.7
Creve Coeur Police Dept,STL Metro,2017,48,98.0
Creve Coeur Police Dept,STL Metro,2018,64,130.6
Creve Coeur Police Dept,STL Metro,2019,91,185.7
Creve Coeur Police Dept,STL Metro,2020,57,116.3
Creve Coeur Police Dept,STL Metro,2021,34,69.4
Creve Coeur Police Dept,STL Metro,2022,37,75.5
Creve Coeur Police Dept,STL Metro,2023,76,155.1
Creve Coeur Police Dept,STL Metro,2024,141,287.8
Crystal City Police Dept,STL Metro,2014,15,100.0
Crystal City Police Dept,STL Metro,2015,5,33.3
Crystal City Police Dept,STL Metro,2016,19,126.7
Crystal City Police Dept,STL Metro,2017,29,193.3
Crystal City Police Dept,STL Metro,2018,29,193.3
Crystal City Police Dept,STL Metro,2019,14,93.3
Crystal City Police Dept,STL Metro,2020,19,126.7
Crystal City Police Dept,STL Metro,2021,22,146.7
Crystal City Police Dept,STL Metro,2022,17,113.3
Crystal City Police Dept,STL Metro,2023,36,240.0
Crystal City Police Dept,STL Metro,2024,63,420.0
Des Peres Police Dept,STL Metro,2014,10,100.0
Des Peres Police Dept,STL Metro,2015,8,80.0
Des Peres Police Dept,STL Metro,2016,3,30.0
Des Peres Police Dept,STL Metro,2017,5,50.0
Des Peres Police Dept,STL Metro,2018,5,50.0
Des Peres Police Dept,STL Metro,2019,2,20.0
Des Peres Police Dept,STL Metro,2020,4,40.0
Des Peres Police Dept,STL Metro,2021,4,40.0
Des Peres Police Dept,STL Metro,2022,3,30.0
Des Peres Police Dept,STL Metro,2023,10,100.0
Edmundson Police Dept,STL Metro,2014,66,100.0
Edmundson Police Dept,STL Metro,2015,42,63.6
Edmundson Police Dept,STL Metro,2016,50,75.8
Edmundson Police Dept,STL Metro,2017,55,83.3
Edmundson Police Dept,STL Metro,2018,29,43.9
Edmundson Police Dept,STL Metro,2019,47,71.2
Edmundson Police Dept,STL Metro,2020,58,87.9
Edmundson Police Dept,STL Metro,2021,53,80.3
Edmundson Police Dept,STL Metro,2022,84,127.3
Edmundson Police Dept,STL Metro,2023,124,187.9
Edmundson Police Dept,STL Metro,2024,0,0.0
Eureka Police Dept,STL Metro,2014,11,100.0
Eureka Police Dept,STL Metro,2015,11,100.0
Eureka Police Dept,STL Metro,2016,15,136.4
Eureka Police Dept,STL Metro,2017,20,181.8
Eureka Police Dept,STL Metro,2018,13,118.2
Eureka Police Dept,STL Metro,2019,19,172.7
Eureka Police Dept,STL Metro,2020,3,27.3
Eureka Police Dept,STL Metro,2021,6,54.5
Eureka Police Dept,STL Metro,2022,3,27.3
Eureka Police Dept,STL Metro,2023,15,136.4
Eureka Police Dept,STL Metro,2024,43,390.9
Farmington Police Dept,STL Metro,2014,18,100.0
Farmington Police Dept,STL Metro,2015,18,100.0
Farmington Police Dept,STL Metro,2016,29,161.1
Farmington Police Dept,STL Metro,2017,14,77.8
Farmington Police Dept,STL Metro,2018,25,138.9
Farmington Police Dept,STL Metro,2019,35,194.4
Farmington Police Dept,STL Metro,2020,38,211.1
Farmington Police Dept,STL Metro,2021,49,272.2
Farmington Police Dept,STL Metro,2022,34,188.9
Farmington Police Dept,STL Metro,2024,17,94.4
Ferguson Police Dept,STL Metro,2014,11,100.0
Ferguson Police Dept,STL Metro,2015,5,45.5
Ferguson Police Dept,STL Metro,2016,7,63.6
Ferguson Police Dept,STL Metro,2017,9,81.8
Ferguson Police Dept,STL Metro,2018,7,63.6
Ferguson Police Dept,STL Metro,2019,9,81.8
Ferguson Police Dept,STL Metro,2020,4,36.4
Ferguson Police Dept,STL Metro,2022,4,36.4
Ferguson Police Dept,STL Metro,2023,9,81.8
Ferguson Police Dept,STL Metro,2024,15,136.4
Festus Police Dept,STL Metro,2014,16,100.0
Festus Police Dept,STL Metro,2015,20,125.0
Festus Police Dept,STL Metro,2016,33,206.2
Festus Police Dept,STL Metro,2017,6,37.5
Festus Police Dept,STL Metro,2018,11,68.8
Festus Police Dept,STL Metro,2019,9,56.2
Festus Police Dept,STL Metro,2020,22,137.5
Festus Police Dept,STL Metro,2021,18,112.5
Festus Police Dept,STL Metro,2022,32,200.0
Festus Police Dept,STL Metro,2023,21,131.2
Festus Police Dept,STL Metro,2024,32,200.0
Florissant Police Dept,STL Metro,2014,37,100.0
Florissant Police Dept,STL Metro,2015,24,64.9
Florissant Police Dept,STL Metro,2016,22,59.5
Florissant Police Dept,STL Metro,2017,35,94.6
Florissant Police Dept,STL Metro,2018,21,56.8
Florissant Police Dept,STL Metro,2019,18,48.6
Florissant Police Dept,STL Metro,2020,6,16.2
Florissant Police Dept,STL Metro,2021,9,24.3
Florissant Police Dept,STL Metro,2022,1,2.7
Florissant Police Dept,STL Metro,2023,9,24.3
Foristell Police Dept,STL Metro,2014,109,100.0
Foristell Police Dept,STL Metro,2015,91,83.5
Foristell Police Dept,STL Metro,2016,87,79.8
Foristell Police Dept,STL Metro,2017,87,79.8
Foristell Police Dept,STL Metro,2018,59,54.1
Foristell Police Dept,STL Metro,2019,37,33.9
Foristell Police Dept,STL Metro,2020,42,38.5
Foristell Police Dept,STL Metro,2021,44,40.4
Foristell Police Dept,STL Metro,2022,34,31.2
Foristell Police Dept,STL Metro,2023,30,27.5
Foristell Police Dept,STL Metro,2024,51,46.8
Franklin County Sheriff's Dept,STL Metro,2014,64,100.0
Franklin County Sheriff's Dept,STL Metro,2015,46,71.9
Franklin County Sheriff's Dept,STL Metro,2016,75,117.2
Franklin County Sheriff's Dept,STL Metro,2017,139,217.2
Franklin County Sheriff's Dept,STL Metro,2018,192,300.0
Franklin County Sheriff's Dept,STL Metro,2019,138,215.6
Franklin County Sheriff's Dept,STL Metro,2020,150,234.4
Franklin County Sheriff's Dept,STL Metro,2021,150,234.4
Franklin County Sheriff's Dept,STL Metro,2022,166,259.4
Franklin County Sheriff's Dept,STL Metro,2023,91,142.2
Franklin County Sheriff's Dept,STL Metro,2024,170,265.6
Frontenac Police Dept,STL Metro,2014,11,100.0
Frontenac Police Dept,STL Metro,2015,8,72.7
Frontenac Police Dept,STL Metro,2016,6,54.5
Frontenac Police Dept,STL Metro,2017,11,100.0
Frontenac Police Dept,STL Metro,2018,7,63.6
Frontenac Police Dept,STL Metro,2019,16,145.5
Frontenac Police Dept,STL Metro,2020,4,36.4
Frontenac Police Dept,STL Metro,2021,8,72.7
Frontenac Police Dept,STL Metro,2022,8,72.7
Frontenac Police Dept,STL Metro,2023,19,172.7
Glendale Police Dept,STL Metro,2014,17,100.0
Glendale Police Dept,STL Metro,2015,27,158.8
Glendale Police Dept,STL Metro,2016,16,94.1
Glendale Police Dept,STL Metro,2017,23,135.3
Glendale Police Dept,STL Metro,2018,19,111.8
Glendale Police Dept,STL Metro,2019,15,88.2
Glendale Police Dept,STL Metro,2020,14,82.4
Glendale Police Dept,STL Metro,2021,13,76.5
Glendale Police Dept,STL Metro,2022,7,41.2
Glendale Police Dept,STL Metro,2023,23,135.3
Glendale Police Dept,STL Metro,2024,25,147.1
Hazelwood Police Dept,STL Metro,2014,119,100.0
Hazelwood Police Dept,STL Metro,2015,95,79.8
Hazelwood Police Dept,STL Metro,2016,99,83.2
Hazelwood Police Dept,STL Metro,2017,131,110.1
Hazelwood Police Dept,STL Metro,2018,207,173.9
Hazelwood Police Dept,STL Metro,2019,233,195.8
Hazelwood Police Dept,STL Metro,2020,102,85.7
Hazelwood Police Dept,STL Metro,2021,117,98.3
Hazelwood Police Dept,STL Metro,2022,77,64.7
Hazelwood Police Dept,STL Metro,2023,88,73.9
Hazelwood Police Dept,STL Metro,2024,90,75.6
Jefferson County Sheriff's Dept,STL Metro,2014,31,100.0
Jefferson County Sheriff's Dept,STL Metro,2015,16,51.6
Jefferson County Sheriff's Dept,STL Metro,2016,26,83.9
Jefferson County Sheriff's Dept,STL Metro,2017,43,138.7
Jefferson County Sheriff's Dept,STL Metro,2018,76,245.2
Jefferson County Sheriff's Dept,STL Metro,2019,58,187.1
Jefferson County Sheriff's Dept,STL Metro,2020,16,51.6
Jefferson County Sheriff's Dept,STL Metro,2021,16,51.6
Jefferson County Sheriff's Dept,STL Metro,2022,32,103.2
Jefferson County Sheriff's Dept,STL Metro,2023,16,51.6
Jefferson County Sheriff's Dept,STL Metro,2024,107,345.2
Kirkwood Police Dept,STL Metro,2014,97,100.0
Kirkwood Police Dept,STL Metro,2015,96,99.0
Kirkwood Police Dept,STL Metro,2016,85,87.6
Kirkwood Police Dept,STL Metro,2017,30,30.9
Kirkwood Police Dept,STL Metro,2018,51,52.6
Kirkwood Police Dept,STL Metro,2019,43,44.3
Kirkwood Police Dept,STL Metro,2020,2,2.1
Kirkwood Police Dept,STL Metro,2021,2,2.1
Kirkwood Police Dept,STL Metro,2022,35,36.1
Kirkwood Police Dept,STL Metro,2023,32,33.0
Kirkwood Police Dept,STL Metro,2024,93,95.9
Lake St Louis Police Dept,STL Metro,2014,92,100.0
Lake St Louis Police Dept,STL Metro,2015,95,103.3
Lake St Louis Police Dept,STL Metro,2016,65,70.7
Lake St Louis Police Dept,STL Metro,2017,66,71.7
Lake St Louis Police Dept,STL Metro,2018,49,53.3
Lake St Louis Police Dept,STL Metro,2019,43,46.7
Lake St Louis Police Dept,STL Metro,2020,45,48.9
Lake St Louis Police Dept,STL Metro,2021,51,55.4
Lake St Louis Police Dept,STL Metro,2022,91,98.9
Lake St Louis Police Dept,STL Metro,2023,93,101.1
Lake St Louis Police Dept,STL Metro,2024,153,166.3
Lincoln County Sheriff's Dept,STL Metro,2014,24,100.0
Lincoln County Sheriff's Dept,STL Metro,2015,27,112.5
Lincoln County Sheriff's Dept,STL Metro,2016,40,166.7
Lincoln County Sheriff's Dept,STL Metro,2017,32,133.3
Lincoln County Sheriff's Dept,STL Metro,2018,54,225.0
Lincoln County Sheriff's Dept,STL Metro,2019,78,325.0
Lincoln County Sheriff's Dept,STL Metro,2020,36,150.0
Lincoln County Sheriff's Dept,STL Metro,2021,34,141.7
Lincoln County Sheriff's Dept,STL Metro,2022,68,283.3
Lincoln County Sheriff's Dept,STL Metro,2023,63,262.5
Manchester Police Dept,STL Metro,2014,57,100.0
Manchester Police Dept,STL Metro,2015,49,86.0
Manchester Police Dept,STL Metro,2016,36,63.2
Manchester Police Dept,STL Metro,2017,33,57.9
Manchester Police Dept,STL Metro,2018,30,52.6
Manchester Police Dept,STL Metro,2019,52,91.2
Manchester Police Dept,STL Metro,2020,19,33.3
Manchester Police Dept,STL Metro,2021,44,77.2
Manchester Police Dept,STL Metro,2022,3,5.3
Manchester Police Dept,STL Metro,2023,30,52.6
Manchester Police Dept,STL Metro,2024,60,105.3
Maplewood Police Dept,STL Metro,2014,43,100.0
Maplewood Police Dept,STL Metro,2015,36,83.7
Maplewood Police Dept,STL Metro,2016,28,65.1
Maplewood Police Dept,STL Metro,2017,29,67.4
Maplewood Police Dept,STL Metro,2018,16,37.2
Maplewood Police Dept,STL Metro,2019,35,81.4
Maplewood Police Dept,STL Metro,2020,14,32.6
Maplewood Police Dept,STL Metro,2021,8,18.6
Maplewood Police Dept,STL Metro,2022,20,46.5
Maplewood Police Dept,STL Metro,2024,55,127.9
Maryland Heights Police Dept,STL Metro,2014,242,100.0
Maryland Heights Police Dept,STL Metro,2015,237,97.9
Maryland Heights Police Dept,STL Metro,2016,209,86.4
Maryland Heights Police Dept,STL Metro,2017,185,76.4
Maryland Heights Police Dept,STL Metro,2018,168,69.4
Maryland Heights Police Dept,STL Metro,2019,133,55.0
Maryland Heights Police Dept,STL Metro,2020,129,53.3
Maryland Heights Police Dept,STL Metro,2021,154,63.6
Maryland Heights Police Dept,STL Metro,2022,163,67.4
Maryland Heights Police Dept,STL Metro,2023,347,143.4
Maryland Heights Police Dept,STL Metro,2024,369,152.5
Normandy Police Dept,STL Metro,2014,25,100.0
Normandy Police Dept,STL Metro,2015,34,136.0
Normandy Police Dept,STL Metro,2016,88,352.0
Normandy Police Dept,STL Metro,2017,178,712.0
Normandy Police Dept,STL Metro,2018,40,160.0
Normandy Police Dept,STL Metro,2019,14,56.0
Normandy Police Dept,STL Metro,2020,3,12.0
Normandy Police Dept,STL Metro,2021,4,16.0
Normandy Police Dept,STL Metro,2022,2,8.0
Normandy Police Dept,STL Metro,2023,4,16.0
Normandy Police Dept,STL Metro,2024,1,4.0
Northwoods Police Dept,STL Metro,2014,11,100.0
Northwoods Police Dept,STL Metro,2015,6,54.5
Northwoods Police Dept,STL Metro,2016,7,63.6
Northwoods Police Dept,STL Metro,2019,3,27.3
Northwoods Police Dept,STL Metro,2020,2,18.2
Northwoods Police Dept,STL Metro,2021,4,36.4
Northwoods Police Dept,STL Metro,2022,7,63.6
Northwoods Police Dept,STL Metro,2023,7,63.6
Northwoods Police Dept,STL Metro,2024,12,109.1
O'Fallon Police Dept,STL Metro,2014,189,100.0
O'Fallon Police Dept,STL Metro,2015,202,106.9
O'Fallon Police Dept,STL Metro,2016,170,89.9
O'Fallon Police Dept,STL Metro,2017,190,100.5
O'Fallon Police Dept,STL Metro,2018,172,91.0
O'Fallon Police Dept,STL Metro,2019,336,177.8
O'Fallon Police Dept,STL Metro,2020,603,319.0
O'Fallon Police Dept,STL Metro,2021,287,151.9
O'Fallon Police Dept,STL Metro,2022,323,170.9
O'Fallon Police Dept,STL Metro,2023,365,193.1
O'Fallon Police Dept,STL Metro,2024,663,350.8
Olivette Police Dept,STL Metro,2014,33,100.0
Olivette Police Dept,STL Metro,2015,45,136.4
Olivette Police Dept,STL Metro,2016,46,139.4
Olivette Police Dept,STL Metro,2017,44,133.3
Olivette Police Dept,STL Metro,2018,38,115.2
Olivette Police Dept,STL Metro,2019,44,133.3
Olivette Police Dept,STL Metro,2020,15,45.5
Olivette Police Dept,STL Metro,2021,12,36.4
Olivette Police Dept,STL Metro,2022,6,18.2
Olivette Police Dept,STL Metro,2023,34,103.0
Olivette Police Dept,STL Metro,2024,73,221.2
Overland Police Dept,STL Metro,2014,139,100.0
Overland Police Dept,STL Metro,2015,162,116.5
Overland Police Dept,STL Metro,2016,84,60.4
Overland Police Dept,STL Metro,2017,86,61.9
Overland Police Dept,STL Metro,2018,109,78.4
Overland Police Dept,STL Metro,2019,135,97.1
Overland Police Dept,STL Metro,2020,45,32.4
Overland Police Dept,STL Metro,2021,56,40.3
Overland Police Dept,STL Metro,2022,47,33.8
Overland Police Dept,STL Metro,2023,30,21.6
Overland Police Dept,STL Metro,2024,76,54.7
Pacific Police Dept,STL Metro,2014,18,100.0
Pacific Police Dept,STL Metro,2015,10,55.6
Pacific Police Dept,STL Metro,2016,21,116.7
Pacific Police Dept,STL Metro,2017,21,116.7
Pacific Police Dept,STL Metro,2018,16,88.9
Pacific Police Dept,STL Metro,2019,11,61.1
Pacific Police Dept,STL Metro,2020,11,61.1
Pacific Police Dept,STL Metro,2021,19,105.6
Pacific Police Dept,STL Metro,2022,10,55.6
Pacific Police Dept,STL Metro,2023,23,127.8
Pacific Police Dept,STL Metro,2024,54,300.0
Pagedale Police Dept,STL Metro,2014,18,100.0
Pagedale Police Dept,STL Metro,2015,12,66.7
Pagedale Police Dept,STL Metro,2016,15,83.3
Pagedale Police Dept,STL Metro,2017,35,194.4
Pagedale Police Dept,STL Metro,2018,25,138.9
Pagedale Police Dept,STL Metro,2019,25,138.9
Pagedale Police Dept,STL Metro,2020,1,5.6
Pagedale Police Dept,STL Metro,2021,1,5.6
Pagedale Police Dept,STL Metro,2022,0,0.0
Pagedale Police Dept,STL Metro,2023,0,0.0
Pagedale Police Dept,STL Metro,2024,15,83.3
Pine Lawn Police Dept,STL Metro,2014,54,100.0
Pine Lawn Police Dept,STL Metro,2015,16,29.6
Pine Lawn Police Dept,STL Metro,2022,5,9.3
Richmond Heights Police Dept,STL Metro,2014,19,100.0
Richmond Heights Police Dept,STL Metro,2015,16,84.2
Richmond Heights Police Dept,STL Metro,2016,15,78.9
Richmond Heights Police Dept,STL Metro,2017,8,42.1
Richmond Heights Police Dept,STL Metro,2018,21,110.5
Richmond Heights Police Dept,STL Metro,2019,18,94.7
Richmond Heights Police Dept,STL Metro,2020,5,26.3
Richmond Heights Police Dept,STL Metro,2021,8,42.1
Richmond Heights Police Dept,STL Metro,2022,8,42.1
Richmond Heights Police Dept,STL Metro,2023,30,157.9
Richmond Heights Police Dept,STL Metro,2024,64,336.8
Rock Hill Police Dept,STL Metro,2014,32,100.0
Rock Hill Police Dept,STL Metro,2015,36,112.5
Rock Hill Police Dept,STL Metro,2016,54,168.8
Rock Hill Police Dept,STL Metro,2017,45,140.6
Rock Hill Police Dept,STL Metro,2018,24,75.0
Rock Hill Police Dept,STL Metro,2019,18,56.2
Rock Hill Police Dept,STL Metro,2020,1,3.1
Rock Hill Police Dept,STL Metro,2021,1,3.1
Rock Hill Police Dept,STL Metro,2022,0,0.0
Rock Hill Police Dept,STL Metro,2023,0,0.0
Rock Hill Police Dept,STL Metro,2024,15,46.9
Shrewsbury Police Dept,STL Metro,2014,36,100.0
Shrewsbury Police Dept,STL Metro,2015,42,116.7
