row_key,agency,Total,White,Black,Hispanic,Native American,Asian,Other,year,checked
rates-by-race--population--2020-decennial-pop-pct,Callaway County Sheriff's Dept,100,88.44,4.42,1.8,0.34,0.52,4.49,2022,0
disparity-index-by-race--population--2020-decennial-pop,Callaway County Sheriff's Dept,34738,30721,1534,627,117,181,1558,2022,0
number-of-stops-by-race--all-stops,Callaway County Sheriff's Dept,2088,1792,239,35,1,6,15,2022,0
search-statistics--probable-cause--reas-susp-weapon,Callaway County Sheriff's Dept,3,2,1,0,0,0,0,2022,0
rates-by-race--rates--contraband-hit-rate,City of Oakland Police Dept,0,0,0,,,,,2022,0
search-statistics--contraband-found--weapon,Callaway County Sheriff's Dept,7,6,1,0,0,0,0,2022,0
disparity-index-by-race--stops--all-stops,Callaway County Sheriff's Dept,2088,1792,239,35,1,6,15,2022,0
rates-by-race--totals--all-stops,Atchison County Sheriff's Dept,99,93,2,3,0,0,1,2022,0
rates-by-race--rates--arrest-rate,City of Oakland Police Dept,0.64,0.46,1.32,0,,0,,2022,0
search-statistics--probable-cause--inventory,Callaway County Sheriff's Dept,3,3,0,0,0,0,0,2022,0
search-statistics--probable-cause--plain-view-contra,Callaway County Sheriff's Dept,14,11,3,0,0,0,0,2022,0
disparity-index-by-race--disparity-index--all-stops-acs,Sunrise Beach Police Dept,,1.058,1.679,0.327,0.63,0.472,0.023,2022,0
search-statistics--probable-cause--consent,Calverton Park Police Dept,18,2,16,0,0,0,0,2022,0
rates-by-race--contraband-hit-rate--citation-rate,Missouri Southern State University,1.37,1.06,2.56,0,0,0,0,2022,0
search-statistics--search-duration--0-15-minutes,Callaway County Sheriff's Dept,392,334,53,4,0,0,1,2022,0
rates-by-race--rates--citation-rate,City of Oakland Police Dept,68.49,65.04,81.14,75,,100,,2022,0
rates-by-race--stop-rate-residents--citation-rate,Missouri Dept of Conservation Protection Branch,20.17,19.05,19.05,50,0,42.86,50,2022,0
rates-by-race--totals--arrests,Callaway County Sheriff's Dept,258,210,43,5,0,0,0,2022,0
rates-by-race--contraband-hit-rate--arrest-rate,Missouri Southern State University,0,0,0,0,0,0,0,2022,0
search-statistics--contraband-found--stolen-property,Callaway County Sheriff's Dept,6,2,3,1,0,0,0,2022,0
disparity-index-by-race--disparity-index--all-stops-dec,Foristell Police Dept,,0.939,7.233,0.902,3.821,0.921,0.159,2022,0
search-statistics--contraband-found--other,Callaway County Sheriff's Dept,0,0,0,0,0,0,0,2022,0
rates-by-race--population--2021-acs-pop-pct,Callaway County Sheriff's Dept,100,91.56,4.18,1.86,0.63,0.53,3.1,2022,0
number-of-stops-by-race--resident-stops,Callaway County Sheriff's Dept,1260,1138,100,16,0,0,6,2022,0
rates-by-race--population--2020-decennial-pop,Callaway County Sheriff's Dept,34738,30721,1534,627,117,181,1558,2022,0
number-of-stops-by-race--location-of-stop--interstate-hwy,Callaway County Sheriff's Dept,101,64,26,6,0,3,2,2022,0
disparity-index-by-race--resident-stops-acs--all-stops-dec,Clark Police Dept,,1.088,0,0,,0,0,2022,0
number-of-stops-by-race--location-of-stop--us-hwy,Callaway County Sheriff's Dept,534,447,69,10,0,2,6,2022,0
number-of-stops-by-race--stop-outcome--contraband,Callaway County Sheriff's Dept,115,92,21,2,0,0,0,2022,0
disparity-index-by-race--stops--resident-stops,Callaway County Sheriff's Dept,1260,1138,100,16,0,0,6,2022,0
rates-by-race--rates--stop-rate,Sunrise Beach Police Dept,158.84,168.1,266.67,52,100,75,3.7,2022,0
search-statistics--arrest-charge--other,Callaway County Sheriff's Dept,16,13,3,0,0,0,0,2022,0
number-of-stops-by-race--stop-outcome--searches,Callaway County Sheriff's Dept,413,348,60,4,0,0,1,2022,0
number-of-stops-by-race--location-of-stop--city-street,Callaway County Sheriff's Dept,410,347,57,4,0,0,2,2022,0
number-of-stops-by-race--driver-age--30-39,Callaway County Sheriff's Dept,516,441,62,10,0,1,2,2022,0
search-statistics--arrest-charge--traffic-violation,Callaway County Sheriff's Dept,128,101,25,2,0,0,0,2022,0
search-statistics--probable-cause--other,Callaway County Sheriff's Dept,8,7,1,0,0,0,0,2022,0
disparity-index-by-race--disparity-index--resident-stops-dec,Foristell Police Dept,,1.025,5.405,0,0,0,0,2022,0
rates-by-race--stop-rate-residents--contraband-hit-rate,Missouri Dept of Conservation Protection Branch,37.04,35.43,,33.33,,80,,2022,0
search-statistics--contraband-found--drugs-alcohol,Callaway County Sheriff's Dept,110,89,20,1,0,0,0,2022,0
number-of-stops-by-race--driver-age--18-29,Callaway County Sheriff's Dept,757,620,115,13,1,2,6,2022,0
rates-by-race--stop-rate-residents--arrest-rate,Missouri Dept of Conservation Protection Branch,3.9,3.57,9.52,10,0,0,0,2022,0
disparity-index-by-race--population--2020-decennial-pop-pct,Callaway County Sheriff's Dept,100,88.44,4.42,1.8,0.34,0.52,4.49,2022,0
number-of-stops-by-race--reason-for-stop--license,Callaway County Sheriff's Dept,858,739,99,9,1,1,9,2022,0
number-of-stops-by-race--location-of-stop--county-road,Callaway County Sheriff's Dept,310,293,11,4,1,0,1,2022,0
number-of-stops-by-race--location-of-stop--state-hwy,Callaway County Sheriff's Dept,724,632,76,11,0,1,4,2022,0
number-of-stops-by-race--driver-gender--male,Callaway County Sheriff's Dept,1328,1119,169,23,1,5,11,2022,0
disparity-index-by-race--resident-stops-acs--resident-stops-dec,Merriam Woods Police Dept,,1.131,6.516,0,0,2.172,0.081,2022,0
disparity-index-by-race--population--2021-acs-pop-pct,Callaway County Sheriff's Dept,100,91.56,4.18,1.86,0.63,0.53,3.1,2022,0
search-statistics--arrest-charge--resist-arrest,Callaway County Sheriff's Dept,20,17,3,0,0,0,0,2022,0
search-statistics--contraband-found--currency,Callaway County Sheriff's Dept,0,0,0,0,0,0,0,2022,0
rates-by-race--totals--contraband,Callaway County Sheriff's Dept,115,92,21,2,0,0,0,2022,0
rates-by-race--rates--stop-rate-residents,Sunrise Beach Police Dept,3.31,3.68,0,0,0,0,0,2022,0
search-statistics--what-searched--driver-property,Callaway County Sheriff's Dept,293,243,46,3,0,0,1,2022,0
search-statistics--what-searched--car-property,Callaway County Sheriff's Dept,24,21,3,0,0,0,0,2022,0
rates-by-race--rates--search-rate,Sunrise Beach Police Dept,1.39,1.46,0,0,0,0,0,2022,0
disparity-index-by-race--population--2021-acs-pop,Callaway County Sheriff's Dept,36172,33119,1513,674,229,191,1120,2022,0
search-statistics--search-duration--31-minutes,Callaway County Sheriff's Dept,0,0,0,0,0,0,0,2022,0
search-statistics--arrest-charge--drug-violation,Callaway County Sheriff's Dept,86,68,18,0,0,0,0,2022,0
number-of-stops-by-race--reason-for-stop--investigative,Callaway County Sheriff's Dept,97,81,12,3,0,1,0,2022,0
rates-by-race--totals--contraband,Kahoka Police Dept,4,4,0,0,0,0,0,2022,0
rates-by-race--totals--all-stops,Jefferson College Police Dept,6,6,0,0,0,0,0,2022,0
rates-by-race--population--2020-decennial-pop,Licking Police Dept,2506,1702,684,64,17,2,37,2022,0
disparity-index-by-race--disparity-index--resident-stops-acs,Bourbon-Dept of Public Safety,,1.063,,0.144,0,0.249,0,2022,0
disparity-index-by-race--population--2020-decennial-pop-pct,Chariton County Sheriff's Dept,100,94.17,2.12,0.87,0.26,0.05,2.52,2022,0
number-of-stops-by-race--stop-outcome--contraband,Fordland Police Dept,0,0,0,0,0,0,0,2022,0
search-statistics--probable-cause--other,Pleasant Hill Police Dept,4,4,0,0,0,0,0,2022,0
disparity-index-by-race--disparity-index--all-stops-acs,Cole Camp Police Dept,,0.968,,1.413,5.651,,1.413,2022,0
rates-by-race--population--2020-decennial-pop-pct,Washington University Police Dept,,,,,,,,2022,0
number-of-stops-by-race--stop-outcome--contraband,Kahoka Police Dept,4,4,0,0,0,0,0,2022,0
search-statistics--contraband-found--currency,Ellsinore Police Dept,0,0,0,0,0,0,0,2022,0
search-statistics--probable-cause--consent,Warrenton Police Dept,88,75,10,2,0,0,1,2022,0
number-of-stops-by-race--stop-outcome--searches,Marceline Police Dept,1,1,0,0,0,0,0,2022,0
search-statistics--contraband-found--other,Macon Police Dept,0,0,0,0,0,0,0,2022,0
search-statistics--arrest-charge--other,Mexico Police Dept,5,4,1,0,0,0,0,2022,0
search-statistics--what-searched--driver-property,Kennett Police Dept,170,83,54,33,0,0,0,2022,0
search-statistics--probable-cause--incident-to-arrest,New Haven Police Dept,3,3,0,0,0,0,0,2022,0
rates-by-race--population--2021-acs-pop-pct,Cole Camp Police Dept,100,99.54,0,0.37,0.09,0,0.37,2022,0
number-of-stops-by-race--driver-age--17-and-under,Pevely Police Dept,33,31,2,0,0,0,0,2022,0
disparity-index-by-race--population--2021-acs-pop,Hazelwood Police Dept,20391,10329,8234,795,0,562,1266,2022,0
disparity-index-by-race--disparity-index--all-stops-acs,Osage Beach Police Dept,,1.021,1.399,0.1,0.057,,0.014,2022,0
number-of-stops-by-race--location-of-stop--county-road,Van Buren Police Dept,0,0,0,0,0,0,0,2022,0
search-statistics--probable-cause--drug-alcohol-odor,Warrenton Police Dept,31,27,4,0,0,0,0,2022,0
rates-by-race--totals--arrests,Morgan County Sheriff's Dept,30,30,0,0,0,0,0,2022,0
search-statistics--probable-cause--drug-alcohol-odor,Parkville Police Dept,40,25,9,5,0,0,1,2022,0
search-statistics--arrest-charge--dwi-bac,Beverly Hills Police Dept,1,0,1,0,0,0,0,2022,0
number-of-stops-by-race--driver-age--65-and-over,Wood Heights Police Dept,0,0,0,0,0,0,0,2022,0
rates-by-race--rates--search-rate,Duenweg Police Dept,5.09,4.86,0,20,,0,0,2022,0
search-statistics--search-duration--31-minutes,Odessa Police Dept,46,45,1,0,0,0,0,2022,0
number-of-stops-by-race--stop-outcome--no-action,Qulin Police Dept,1,1,0,0,0,0,0,2022,0
search-statistics--contraband-found--stolen-property,Butterfield Police Dept,0,0,0,0,0,0,0,2022,0
number-of-stops-by-race--driver-age--65-and-over,Ozark County Sheriff's Dept,89,88,0,0,0,0,1,2022,0
search-statistics--arrest-charge--traffic-violation,Howardville Police Dept,0,0,0,0,0,0,0,2022,0
disparity-index-by-race--disparity-index--resident-stops-dec,Putnam County Sheriff's Dept,,1.036,0,0.601,0,,0,2022,0
disparity-index-by-race--stops--resident-stops,Sycamore Hills Police Dept,17,10,7,0,0,0,0,2022,0
number-of-stops-by-race--location-of-stop--county-road,Steelville Police Dept,1,1,0,0,0,0,0,2022,0
search-statistics--arrest-charge--traffic-violation,Lexington Police Dept,12,12,0,0,0,0,0,2022,0
number-of-stops-by-race--driver-gender--female,Waynesville Police Dept,1485,1151,198,57,2,35,42,2022,0
rates-by-race--totals--arrests,Fayette Police Dept,7,4,2,1,0,0,0,2022,0
rates-by-race--totals--arrests,Hillsboro Police Dept,36,31,4,0,0,0,1,2022,0
number-of-stops-by-race--stop-outcome--no-action,Tipton Police Dept,12,11,1,0,0,0,0,2022,0
rates-by-race--totals--contraband,Bismarck Police Dept,43,41,2,0,0,0,0,2022,0
search-statistics--probable-cause--inventory,Kirksville Police Dept,2,2,0,0,0,0,0,2022,0
rates-by-race--rates--stop-rate,Arcadia Police Dept,7.33,7.49,0,,,,0,2022,0
number-of-stops-by-race--driver-age--30-39,Daviess County Sheriff's Dept,172,144,16,8,1,2,1,2022,0
search-statistics--contraband-found--weapon,Missouri Dept Natural Resources-Park Rangers,2,2,0,0,0,0,0,2022,0
number-of-stops-by-race--location-of-stop--county-road,Salem Police Dept,1,1,0,0,0,0,0,2022,0
search-statistics--probable-cause--incident-to-arrest,Anderson Police Dept,51,34,2,7,1,4,3,2022,0
rates-by-race--population--2020-decennial-pop-pct,Grain Valley Police Dept,100,85.22,2.7,5.42,0.44,0.89,5.33,2022,0
number-of-stops-by-race--all-stops,St Louis County Police Dept,39241,24684,12388,231,29,400,1509,2022,0
search-statistics--contraband-found--stolen-property,Butler Police Dept,1,1,0,0,0,0,0,2022,0
search-statistics--probable-cause--drug-alcohol-odor,St Charles County Police Dept,98,47,47,2,0,0,2,2022,0
rates-by-race--rates--stop-rate-residents,Phelps County Sheriff's Dept,5.28,5.47,11.65,1.36,1.73,0.94,1.71,2022,0
search-statistics--probable-cause--plain-view-contra,Perry Police Dept,0,0,0,0,0,0,0,2022,0
search-statistics--probable-cause--inventory,Kansas City Int'l Airport Police,0,0,0,0,0,0,0,2022,0
rates-by-race--population--2020-decennial-pop-pct,Hickory County Sheriff's Dept,100,93.17,0.14,1.26,0.61,0.22,4.61,2022,0
search-statistics--probable-cause--plain-view-contra,Summersville Police Dept,0,0,0,0,0,0,0,2022,0
number-of-stops-by-race--location-of-stop--us-hwy,Fleming Police Dept,0,0,0,0,0,0,0,2022,0
number-of-stops-by-race--stop-outcome--searches,Audrain County Sheriff's Dept,171,145,22,4,0,0,0,2022,0
rates-by-race--rates--stop-rate-residents,Richmond Heights Police Dept,2.73,2.46,5.97,0.71,,2.12,0.76,2022,0
number-of-stops-by-race--driver-age--65-and-over,Bates County Sheriff's Dept,17,17,0,0,0,0,0,2022,0
rates-by-race--population--2021-acs-pop,Barry County Sheriff's Dept,27662,23992,88,2148,337,424,2821,2022,0
disparity-index-by-race--population--2020-decennial-pop,Osage Beach Police Dept,3949,3420,67,246,13,54,149,2022,0
